Game Turn, Player, Action, Belief, City
121, 0, Adopt Religion, N/A, LOC_CITY_NAME_PALENQUE_MAYA
121, 0, Adopt Religion, N/A, LOC_CITY_NAME_YOKIB
121, 0, Adopt Religion, N/A, LOC_CITY_NAME_CHICHEN_ITZA
121, 1, Adopt Religion, N/A, CROOKED THRONE
121, 1, Adopt Religion, N/A, Verrinok
121, 1, Adopt Religion, N/A, Green Vale
121, 1, Adopt Religion, N/A, Nerevos
121, 1, Adopt Religion, N/A, Velkor-Daro
121, 2, Adopt Religion, N/A, LOC_CITY_NAME_NGULU_MAPU
121, 2, Adopt Religion, N/A, LOC_CITY_NAME_MAMULL_MAPU
121, 2, Adopt Religion, N/A, LOC_CITY_NAME_WENTE_MAPU
121, 2, Adopt Religion, N/A, LOC_CITY_NAME_PUEL_MAPU
121, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHADI_MAPU
121, 2, Adopt Religion, N/A, LOC_CITY_NAME_HUILLI_MAPU
121, 3, Adopt Religion, N/A, LOC_CITY_NAME_STIRLING
121, 3, Adopt Religion, N/A, LOC_CITY_NAME_CULLEN
121, 3, Adopt Religion, N/A, LOC_CITY_NAME_ROXBURGH
121, 3, Adopt Religion, N/A, LOC_CITY_NAME_CAGUANA
121, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMFRIES
121, 4, Adopt Religion, N/A, LOC_CITY_NAME_BOGOTA
121, 4, Adopt Religion, N/A, LOC_CITY_NAME_CARTAGENA_DE_INDIAS
121, 4, Adopt Religion, N/A, LOC_CITY_NAME_PANAMA
121, 4, Adopt Religion, N/A, LOC_CITY_NAME_QUITO
121, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUENCA
121, 5, Adopt Religion, N/A, LOC_CITY_NAME_SPARTA
121, 5, Adopt Religion, N/A, LOC_CITY_NAME_ATHENS
121, 5, Adopt Religion, N/A, LOC_CITY_NAME_OLYMPIA
121, 6, Adopt Religion, N/A, LOC_CITY_NAME_WASHINGTON
121, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHICAGO
121, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_YORK
121, 6, Adopt Religion, N/A, LOC_CITY_NAME_BOSTON
121, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_ORLEANS
121, 7, Adopt Religion, N/A, LOC_CITY_NAME_OTTAWA
121, 7, Adopt Religion, N/A, LOC_CITY_NAME_MONTREAL
121, 7, Adopt Religion, N/A, LOC_CITY_NAME_HAMILTON
121, 7, Adopt Religion, N/A, LOC_CITY_NAME_QUEBEC_CITY
121, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBANZA_KONGO
121, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBUMBI
121, 8, Adopt Religion, N/A, LOC_CITY_NAME_KWILA
121, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBWILA
121, 8, Adopt Religion, N/A, LOC_CITY_NAME_BAKAVU
121, 9, Adopt Religion, N/A, LOC_CITY_NAME_MAJAPAHIT
121, 9, Adopt Religion, N/A, LOC_CITY_NAME_TUBAN
121, 9, Adopt Religion, N/A, LOC_CITY_NAME_BANJARMASIN
121, 9, Adopt Religion, N/A, LOC_CITY_NAME_JAKARTA
121, 10, Adopt Religion, N/A, LOC_CITY_NAME_CARDIFF
121, 11, Adopt Religion, N/A, LOC_CITY_NAME_KANDY
121, 12, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
121, 13, Adopt Religion, N/A, LOC_CITY_NAME_RAPA_NUI
121, 16, Adopt Religion, N/A, LOC_CITY_NAME_ARMAGH
121, 18, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
121, 19, Adopt Religion, N/A, LOC_CITY_NAME_SINGAPORE
121, 20, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
121, 21, Adopt Religion, N/A, LOC_CITY_NAME_LA_VENTA
121, 22, Adopt Religion, N/A, LOC_CITY_NAME_VALLETTA
121, 23, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
121, 24, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
130, 0, Add belief to Hartism, BELIEF_HOLY_ORDER, N/A
130, 0, Adopt Religion, N/A, LOC_CITY_NAME_NARANJO
130, 0, Adopt Religion, N/A, LOC_CITY_NAME_PALENQUE_MAYA
130, 0, Adopt Religion, N/A, LOC_CITY_NAME_YOKIB
130, 0, Adopt Religion, N/A, LOC_CITY_NAME_CHICHEN_ITZA
130, 1, Adopt Religion, N/A, CROOKED THRONE
130, 1, Adopt Religion, N/A, Verrinok
130, 1, Adopt Religion, N/A, Green Vale
130, 1, Adopt Religion, N/A, Nerevos
130, 1, Adopt Religion, N/A, Velkor-Daro
130, 1, Adopt Religion, N/A, LOC_CITY_NAME_MEMPHIS
130, 2, Adopt Religion, N/A, LOC_CITY_NAME_NGULU_MAPU
130, 2, Adopt Religion, N/A, LOC_CITY_NAME_MAMULL_MAPU
130, 2, Adopt Religion, N/A, LOC_CITY_NAME_WENTE_MAPU
130, 2, Adopt Religion, N/A, LOC_CITY_NAME_PUEL_MAPU
130, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHADI_MAPU
130, 2, Adopt Religion, N/A, LOC_CITY_NAME_HUILLI_MAPU
130, 3, Adopt Religion, N/A, LOC_CITY_NAME_STIRLING
130, 3, Adopt Religion, N/A, LOC_CITY_NAME_CULLEN
130, 3, Adopt Religion, N/A, LOC_CITY_NAME_ROXBURGH
130, 3, Adopt Religion, N/A, LOC_CITY_NAME_CAGUANA
130, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMFRIES
130, 4, Adopt Religion, N/A, LOC_CITY_NAME_BOGOTA
130, 4, Adopt Religion, N/A, LOC_CITY_NAME_CARTAGENA_DE_INDIAS
130, 4, Adopt Religion, N/A, LOC_CITY_NAME_PANAMA
130, 4, Adopt Religion, N/A, LOC_CITY_NAME_QUITO
130, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUENCA
130, 4, Adopt Religion, N/A, LOC_CITY_NAME_LOJA
130, 5, Adopt Religion, N/A, LOC_CITY_NAME_SPARTA
130, 5, Adopt Religion, N/A, LOC_CITY_NAME_ATHENS
130, 5, Adopt Religion, N/A, LOC_CITY_NAME_OLYMPIA
130, 6, Adopt Religion, N/A, LOC_CITY_NAME_WASHINGTON
130, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHICAGO
130, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_YORK
130, 6, Adopt Religion, N/A, LOC_CITY_NAME_BOSTON
130, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_ORLEANS
130, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHARLESTON
130, 7, Adopt Religion, N/A, LOC_CITY_NAME_OTTAWA
130, 7, Adopt Religion, N/A, LOC_CITY_NAME_MONTREAL
130, 7, Adopt Religion, N/A, LOC_CITY_NAME_HAMILTON
130, 7, Adopt Religion, N/A, LOC_CITY_NAME_QUEBEC_CITY
130, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBANZA_KONGO
130, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBUMBI
130, 8, Adopt Religion, N/A, LOC_CITY_NAME_KWILA
130, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBWILA
130, 8, Adopt Religion, N/A, LOC_CITY_NAME_BAKAVU
130, 9, Adopt Religion, N/A, LOC_CITY_NAME_MAJAPAHIT
130, 9, Adopt Religion, N/A, LOC_CITY_NAME_TUBAN
130, 9, Adopt Religion, N/A, LOC_CITY_NAME_BANJARMASIN
130, 9, Adopt Religion, N/A, LOC_CITY_NAME_JAKARTA
130, 10, Adopt Religion, N/A, LOC_CITY_NAME_CARDIFF
130, 11, Adopt Religion, N/A, LOC_CITY_NAME_KANDY
130, 12, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
130, 13, Adopt Religion, N/A, LOC_CITY_NAME_RAPA_NUI
130, 16, Adopt Religion, N/A, LOC_CITY_NAME_ARMAGH
130, 18, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
130, 19, Adopt Religion, N/A, LOC_CITY_NAME_SINGAPORE
130, 20, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
130, 21, Adopt Religion, N/A, LOC_CITY_NAME_LA_VENTA
130, 22, Adopt Religion, N/A, LOC_CITY_NAME_VALLETTA
130, 23, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
130, 24, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
142, 0, Add belief to Hartism, BELIEF_STUPA, N/A
142, 0, Adopt Religion, N/A, LOC_CITY_NAME_NARANJO
142, 0, Adopt Religion, N/A, LOC_CITY_NAME_PALENQUE_MAYA
142, 0, Adopt Religion, N/A, LOC_CITY_NAME_YOKIB
142, 0, Adopt Religion, N/A, LOC_CITY_NAME_CHICHEN_ITZA
142, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBWILA
142, 1, Adopt Religion, N/A, CROOKED THRONE
142, 1, Adopt Religion, N/A, Verrinok
142, 1, Adopt Religion, N/A, Green Vale
142, 1, Adopt Religion, N/A, Nerevos
142, 1, Adopt Religion, N/A, Velkor-Daro
142, 1, Adopt Religion, N/A, LOC_CITY_NAME_MEMPHIS
142, 1, Adopt Religion, N/A, LOC_CITY_NAME_SAIS
142, 2, Adopt Religion, N/A, LOC_CITY_NAME_NGULU_MAPU
142, 2, Adopt Religion, N/A, LOC_CITY_NAME_MAMULL_MAPU
142, 2, Adopt Religion, N/A, LOC_CITY_NAME_WENTE_MAPU
142, 2, Adopt Religion, N/A, LOC_CITY_NAME_PUEL_MAPU
142, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHADI_MAPU
142, 2, Adopt Religion, N/A, LOC_CITY_NAME_HUILLI_MAPU
142, 3, Adopt Religion, N/A, LOC_CITY_NAME_STIRLING
142, 3, Adopt Religion, N/A, LOC_CITY_NAME_CULLEN
142, 3, Adopt Religion, N/A, LOC_CITY_NAME_ROXBURGH
142, 3, Adopt Religion, N/A, LOC_CITY_NAME_CAGUANA
142, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMFRIES
142, 3, Adopt Religion, N/A, LOC_CITY_NAME_HADDINGTON
142, 4, Adopt Religion, N/A, LOC_CITY_NAME_BOGOTA
142, 4, Adopt Religion, N/A, LOC_CITY_NAME_CARTAGENA_DE_INDIAS
142, 4, Adopt Religion, N/A, LOC_CITY_NAME_PANAMA
142, 4, Adopt Religion, N/A, LOC_CITY_NAME_QUITO
142, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUENCA
142, 4, Adopt Religion, N/A, LOC_CITY_NAME_LOJA
142, 5, Adopt Religion, N/A, LOC_CITY_NAME_SPARTA
142, 5, Adopt Religion, N/A, LOC_CITY_NAME_ATHENS
142, 5, Adopt Religion, N/A, LOC_CITY_NAME_OLYMPIA
142, 5, Adopt Religion, N/A, LOC_CITY_NAME_KNOSSOS
142, 6, Adopt Religion, N/A, LOC_CITY_NAME_WASHINGTON
142, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHICAGO
142, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_YORK
142, 6, Adopt Religion, N/A, LOC_CITY_NAME_BOSTON
142, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_ORLEANS
142, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHARLESTON
142, 7, Adopt Religion, N/A, LOC_CITY_NAME_OTTAWA
142, 7, Adopt Religion, N/A, LOC_CITY_NAME_MONTREAL
142, 7, Adopt Religion, N/A, LOC_CITY_NAME_HAMILTON
142, 7, Adopt Religion, N/A, LOC_CITY_NAME_QUEBEC_CITY
142, 7, Adopt Religion, N/A, LOC_CITY_NAME_BRANTFORD
142, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBANZA_KONGO
142, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBUMBI
142, 8, Adopt Religion, N/A, LOC_CITY_NAME_KWILA
142, 8, Adopt Religion, N/A, LOC_CITY_NAME_BAKAVU
142, 9, Adopt Religion, N/A, LOC_CITY_NAME_MAJAPAHIT
142, 9, Adopt Religion, N/A, LOC_CITY_NAME_TUBAN
142, 9, Adopt Religion, N/A, LOC_CITY_NAME_BANJARMASIN
142, 9, Adopt Religion, N/A, LOC_CITY_NAME_JAKARTA
142, 10, Adopt Religion, N/A, LOC_CITY_NAME_CARDIFF
142, 11, Adopt Religion, N/A, LOC_CITY_NAME_KANDY
142, 12, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
142, 13, Adopt Religion, N/A, LOC_CITY_NAME_RAPA_NUI
142, 16, Adopt Religion, N/A, LOC_CITY_NAME_ARMAGH
142, 18, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
142, 19, Adopt Religion, N/A, LOC_CITY_NAME_SINGAPORE
142, 20, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
142, 21, Adopt Religion, N/A, LOC_CITY_NAME_LA_VENTA
142, 22, Adopt Religion, N/A, LOC_CITY_NAME_VALLETTA
142, 23, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
142, 24, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
