Game Turn, Player, BY TYPE: Tiles, Buildings, Districts, Population, Outgoing Trade Routes, TOURISM, Diplo Victory, BALANCE: Favor, LIFETIME: Favor, CO2 Per Turn
108, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
108, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
108, CIVILIZATION_SINGAPORE, 9, 14, 0, 5, 0, 0, 0, 0, 0, 0
108, CIVILIZATION_BABYLON, 7, 11, 0, 7, 0, 0, 0, 0, 0, 0
108, CIVILIZATION_LA_VENTA, 9, 14, 1, 4, 7, 0, 0, 0, 0, 0
108, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 4, 0, 0, 0, 0, 0
108, CIVILIZATION_PRESLAV, 7, 12, 0, 5, 0, 0, 0, 0, 0, 0
108, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
108, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
108, CIVILIZATION_MAYA, 54, 19, 8, 16, 8, 4, 0, 50, 50, 0
108, CIVILIZATION_EGYPT, 49, 17, 3, 14, 19, 0, 0, 193, 193, 0
109, CIVILIZATION_MAPUCHE, 58, 21, 5, 45, 4, 8, 0, 106, 134, 0
109, CIVILIZATION_SCOTLAND, 50, 14, 3, 17, 0, 3, 0, 155, 155, 0
109, CIVILIZATION_GRAN_COLOMBIA, 57, 20, 3, 29, 6, 11, 0, 81, 81, 0
109, CIVILIZATION_GREECE, 37, 16, 5, 19, 0, 0, 0, 37, 37, 0
109, CIVILIZATION_AMERICA, 54, 17, 2, 13, 9, 14, 0, 121, 121, 0
109, CIVILIZATION_CANADA, 36, 24, 3, 8, 2, 8, 0, 0, 0, 0
109, CIVILIZATION_KONGO, 51, 16, 4, 20, 7, 3, 0, 12, 12, 0
109, CIVILIZATION_INDONESIA, 34, 15, 1, 8, 0, 0, 0, 60, 60, 0
109, CIVILIZATION_CARDIFF, 8, 14, 0, 8, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
109, CIVILIZATION_LISBON, 12, 12, 2, 4, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 3, 0, 0, 0, 0, 0
109, CIVILIZATION_MOHENJO_DARO, 9, 12, 1, 7, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_SINGAPORE, 9, 14, 0, 5, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_BABYLON, 7, 11, 0, 7, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
109, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 4, 0, 0, 0, 0, 0
109, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
109, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_MAYA, 54, 22, 8, 18, 8, 4, 0, 51, 51, 0
109, CIVILIZATION_EGYPT, 50, 18, 3, 15, 19, 0, 0, 197, 197, 0
110, CIVILIZATION_MAPUCHE, 58, 21, 5, 45, 4, 8, 0, 108, 136, 0
110, CIVILIZATION_SCOTLAND, 52, 14, 3, 17, 0, 3, 0, 157, 157, 0
110, CIVILIZATION_GRAN_COLOMBIA, 58, 20, 3, 29, 6, 11, 0, 83, 83, 0
110, CIVILIZATION_GREECE, 37, 16, 5, 19, 0, 0, 0, 39, 39, 0
110, CIVILIZATION_AMERICA, 54, 17, 2, 13, 9, 14, 0, 125, 125, 0
110, CIVILIZATION_CANADA, 36, 24, 3, 8, 2, 8, 0, 0, 0, 0
110, CIVILIZATION_KONGO, 51, 16, 5, 21, 7, 3, 0, 13, 13, 0
110, CIVILIZATION_INDONESIA, 34, 15, 1, 8, 0, 0, 0, 62, 62, 0
110, CIVILIZATION_CARDIFF, 8, 14, 0, 8, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
110, CIVILIZATION_LISBON, 12, 12, 2, 5, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 3, 0, 0, 0, 0, 0
110, CIVILIZATION_MOHENJO_DARO, 9, 12, 1, 7, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_SINGAPORE, 9, 14, 0, 5, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_BABYLON, 9, 11, 0, 6, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
110, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 4, 0, 0, 0, 0, 0
110, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
110, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_MAYA, 54, 23, 8, 18, 8, 4, 0, 53, 53, 0
110, CIVILIZATION_EGYPT, 51, 18, 3, 15, 19, 0, 0, 201, 201, 0
111, CIVILIZATION_MAPUCHE, 58, 21, 5, 45, 4, 8, 0, 110, 138, 0
111, CIVILIZATION_SCOTLAND, 52, 14, 3, 18, 0, 3, 0, 159, 159, 0
111, CIVILIZATION_GRAN_COLOMBIA, 58, 20, 3, 29, 6, 11, 0, 85, 85, 0
111, CIVILIZATION_GREECE, 39, 16, 5, 23, 0, 0, 0, 41, 41, 0
111, CIVILIZATION_AMERICA, 54, 17, 3, 14, 9, 14, 0, 129, 129, 0
111, CIVILIZATION_CANADA, 36, 24, 3, 8, 2, 8, 0, 0, 0, 0
111, CIVILIZATION_KONGO, 51, 16, 6, 21, 7, 3, 0, 14, 14, 0
111, CIVILIZATION_INDONESIA, 34, 15, 1, 9, 0, 0, 0, 64, 64, 0
111, CIVILIZATION_CARDIFF, 8, 14, 0, 8, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
111, CIVILIZATION_LISBON, 12, 12, 2, 5, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 3, 0, 0, 0, 0, 0
111, CIVILIZATION_MOHENJO_DARO, 9, 12, 1, 7, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_SINGAPORE, 9, 14, 0, 5, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_BABYLON, 9, 11, 0, 6, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
111, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 5, 0, 0, 0, 0, 0
111, CIVILIZATION_PRESLAV, 7, 12, 0, 5, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
111, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_MAYA, 54, 23, 9, 18, 8, 4, 0, 55, 55, 0
111, CIVILIZATION_EGYPT, 51, 18, 3, 15, 19, 0, 0, 205, 205, 0
112, CIVILIZATION_MAPUCHE, 58, 21, 5, 45, 4, 8, 0, 112, 140, 0
112, CIVILIZATION_SCOTLAND, 52, 14, 3, 17, 0, 3, 0, 161, 161, 0
112, CIVILIZATION_GRAN_COLOMBIA, 58, 20, 3, 30, 6, 11, 0, 87, 87, 0
112, CIVILIZATION_GREECE, 39, 16, 5, 23, 0, 0, 0, 43, 43, 0
112, CIVILIZATION_AMERICA, 55, 17, 3, 14, 9, 14, 0, 133, 133, 0
112, CIVILIZATION_CANADA, 36, 24, 3, 8, 2, 8, 0, 0, 0, 0
112, CIVILIZATION_KONGO, 51, 16, 6, 21, 7, 3, 0, 15, 15, 0
112, CIVILIZATION_INDONESIA, 34, 15, 1, 9, 0, 0, 0, 66, 66, 0
112, CIVILIZATION_CARDIFF, 8, 14, 0, 8, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
112, CIVILIZATION_LISBON, 12, 12, 2, 5, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 3, 0, 0, 0, 0, 0
112, CIVILIZATION_MOHENJO_DARO, 9, 12, 1, 7, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_SINGAPORE, 9, 14, 0, 5, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_BABYLON, 9, 11, 0, 6, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
112, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 5, 0, 0, 0, 0, 0
112, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
112, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_MAYA, 54, 24, 9, 18, 8, 4, 0, 57, 57, 0
112, CIVILIZATION_EGYPT, 51, 18, 3, 15, 20, 0, 0, 209, 209, 0
112, CIVILIZATION_MAPUCHE, 58, 21, 5, 45, 4, 8, 0, 112, 140, 0
112, CIVILIZATION_SCOTLAND, 52, 14, 3, 17, 0, 3, 0, 161, 161, 0
112, CIVILIZATION_GRAN_COLOMBIA, 58, 20, 3, 30, 6, 11, 0, 87, 87, 0
112, CIVILIZATION_GREECE, 39, 16, 5, 23, 0, 0, 0, 43, 43, 0
112, CIVILIZATION_AMERICA, 55, 17, 3, 14, 9, 14, 0, 133, 133, 0
112, CIVILIZATION_CANADA, 36, 24, 3, 8, 2, 8, 0, 0, 0, 0
112, CIVILIZATION_KONGO, 51, 16, 6, 21, 7, 3, 0, 15, 15, 0
112, CIVILIZATION_INDONESIA, 34, 15, 1, 9, 0, 0, 0, 66, 66, 0
112, CIVILIZATION_CARDIFF, 8, 14, 0, 8, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
112, CIVILIZATION_LISBON, 12, 12, 2, 5, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 3, 0, 0, 0, 0, 0
112, CIVILIZATION_MOHENJO_DARO, 9, 12, 1, 7, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_SINGAPORE, 9, 14, 0, 5, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_BABYLON, 9, 11, 0, 6, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
112, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 5, 0, 0, 0, 0, 0
112, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
112, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_MAYA, 54, 24, 9, 18, 8, 4, 0, 57, 57, 0
112, CIVILIZATION_EGYPT, 51, 18, 3, 15, 20, 0, 0, 209, 209, 0
113, CIVILIZATION_MAPUCHE, 60, 23, 5, 45, 4, 11, 0, 114, 142, 0
113, CIVILIZATION_SCOTLAND, 52, 14, 3, 17, 0, 3, 0, 163, 163, 0
113, CIVILIZATION_GRAN_COLOMBIA, 59, 20, 3, 31, 6, 11, 0, 89, 89, 0
113, CIVILIZATION_GREECE, 39, 14, 5, 20, 0, 0, 0, 45, 45, 0
113, CIVILIZATION_AMERICA, 56, 17, 3, 14, 9, 14, 0, 137, 137, 0
113, CIVILIZATION_CANADA, 36, 24, 3, 9, 2, 8, 0, 0, 0, 0
113, CIVILIZATION_KONGO, 53, 16, 7, 21, 8, 4, 0, 16, 16, 0
113, CIVILIZATION_INDONESIA, 41, 15, 1, 10, 0, 0, 0, 68, 68, 0
113, CIVILIZATION_CARDIFF, 8, 14, 0, 8, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
113, CIVILIZATION_LISBON, 12, 12, 2, 5, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 3, 0, 0, 0, 0, 0
113, CIVILIZATION_MOHENJO_DARO, 9, 12, 1, 7, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_SINGAPORE, 9, 14, 0, 5, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_BABYLON, 9, 11, 0, 6, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
113, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 5, 0, 0, 0, 0, 0
113, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
113, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_MAYA, 55, 25, 9, 18, 8, 4, 0, 59, 59, 0
113, CIVILIZATION_EGYPT, 51, 21, 3, 16, 20, 0, 0, 213, 213, 0
114, CIVILIZATION_MAPUCHE, 61, 23, 5, 45, 0, 11, 0, 115, 143, 0
114, CIVILIZATION_SCOTLAND, 52, 14, 3, 17, 0, 3, 0, 165, 165, 0
114, CIVILIZATION_GRAN_COLOMBIA, 59, 20, 3, 31, 6, 11, 0, 91, 91, 0
114, CIVILIZATION_GREECE, 39, 14, 5, 20, 4, 0, 0, 47, 47, 0
114, CIVILIZATION_AMERICA, 57, 17, 3, 14, 9, 14, 0, 141, 141, 0
114, CIVILIZATION_CANADA, 43, 24, 3, 11, 2, 8, 0, 0, 0, 0
114, CIVILIZATION_KONGO, 53, 16, 7, 22, 8, 4, 0, 17, 17, 0
114, CIVILIZATION_INDONESIA, 42, 15, 2, 10, 0, 0, 0, 70, 70, 0
114, CIVILIZATION_CARDIFF, 8, 14, 0, 8, 0, 0, 0, 0, 0, 0
114, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
114, CIVILIZATION_LISBON, 12, 12, 2, 5, 0, 0, 0, 0, 0, 0
114, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 3, 0, 0, 0, 0, 0
114, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
114, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
114, CIVILIZATION_SINGAPORE, 9, 14, 0, 5, 0, 0, 0, 0, 0, 0
114, CIVILIZATION_BABYLON, 9, 11, 0, 6, 0, 0, 0, 0, 0, 0
114, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
114, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 5, 0, 0, 0, 0, 0
114, CIVILIZATION_PRESLAV, 7, 12, 0, 5, 0, 0, 0, 0, 0, 0
114, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
114, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114, CIVILIZATION_MAYA, 55, 25, 9, 18, 8, 4, 0, 61, 61, 0
114, CIVILIZATION_EGYPT, 63, 23, 4, 21, 9, 0, 0, 217, 217, 0
115, CIVILIZATION_MAPUCHE, 61, 23, 5, 45, 5, 11, 0, 116, 144, 0
115, CIVILIZATION_SCOTLAND, 52, 14, 3, 17, 0, 3, 0, 167, 167, 0
115, CIVILIZATION_GRAN_COLOMBIA, 59, 20, 3, 31, 6, 11, 0, 93, 93, 0
115, CIVILIZATION_GREECE, 39, 14, 5, 20, 4, 0, 0, 49, 49, 0
115, CIVILIZATION_AMERICA, 57, 17, 3, 14, 9, 14, 0, 145, 145, 0
115, CIVILIZATION_CANADA, 43, 24, 3, 10, 2, 8, 0, 0, 0, 0
115, CIVILIZATION_KONGO, 54, 16, 7, 22, 8, 4, 0, 18, 18, 0
115, CIVILIZATION_INDONESIA, 42, 15, 2, 10, 0, 0, 0, 72, 72, 0
115, CIVILIZATION_CARDIFF, 8, 14, 0, 8, 0, 0, 0, 0, 0, 0
115, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
115, CIVILIZATION_LISBON, 12, 12, 2, 5, 0, 0, 0, 0, 0, 0
115, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 0, 0, 0, 0, 0, 0
115, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
115, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
115, CIVILIZATION_SINGAPORE, 11, 14, 0, 5, 0, 0, 0, 0, 0, 0
115, CIVILIZATION_BABYLON, 9, 11, 0, 6, 0, 0, 0, 0, 0, 0
115, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
115, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 5, 0, 0, 0, 0, 0
115, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
115, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
115, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
115, CIVILIZATION_MAYA, 56, 25, 9, 18, 8, 4, 0, 63, 63, 0
115, CIVILIZATION_EGYPT, 64, 23, 4, 21, 19, 0, 0, 221, 221, 0
116, CIVILIZATION_MAPUCHE, 61, 25, 5, 48, 5, 11, 0, 117, 145, 0
116, CIVILIZATION_SCOTLAND, 52, 16, 3, 17, 0, 3, 0, 169, 169, 0
116, CIVILIZATION_GRAN_COLOMBIA, 59, 20, 3, 33, 6, 11, 0, 95, 95, 0
116, CIVILIZATION_GREECE, 39, 16, 5, 21, 4, 0, 0, 51, 51, 0
116, CIVILIZATION_AMERICA, 57, 17, 3, 14, 0, 14, 0, 149, 149, 0
116, CIVILIZATION_CANADA, 44, 24, 3, 10, 2, 8, 0, 0, 0, 0
116, CIVILIZATION_KONGO, 54, 16, 7, 22, 8, 4, 0, 19, 19, 0
116, CIVILIZATION_INDONESIA, 42, 15, 2, 11, 0, 8, 0, 74, 74, 0
116, CIVILIZATION_CARDIFF, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
116, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
116, CIVILIZATION_LISBON, 12, 12, 2, 5, 0, 0, 0, 0, 0, 0
116, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 0, 0, 0, 0, 0, 0
116, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
116, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
116, CIVILIZATION_SINGAPORE, 11, 14, 0, 5, 0, 0, 0, 0, 0, 0
116, CIVILIZATION_BABYLON, 9, 11, 0, 6, 0, 0, 0, 0, 0, 0
116, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
116, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 5, 0, 0, 0, 0, 0
116, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
116, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
116, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
116, CIVILIZATION_MAYA, 56, 25, 9, 19, 6, 4, 0, 65, 65, 0
116, CIVILIZATION_EGYPT, 68, 25, 4, 21, 19, 4, 0, 225, 225, 0
117, CIVILIZATION_MAPUCHE, 61, 25, 5, 48, 5, 11, 0, 118, 146, 0
117, CIVILIZATION_SCOTLAND, 52, 16, 3, 17, 0, 3, 0, 171, 171, 0
117, CIVILIZATION_GRAN_COLOMBIA, 59, 20, 4, 33, 6, 11, 0, 97, 97, 0
117, CIVILIZATION_GREECE, 39, 16, 5, 21, 0, 0, 0, 54, 54, 0
117, CIVILIZATION_AMERICA, 57, 17, 3, 14, 3, 14, 0, 153, 153, 0
117, CIVILIZATION_CANADA, 45, 24, 3, 10, 2, 8, 0, 0, 0, 0
117, CIVILIZATION_KONGO, 55, 16, 7, 22, 8, 4, 0, 20, 20, 0
117, CIVILIZATION_INDONESIA, 42, 15, 2, 11, 0, 8, 0, 76, 76, 0
117, CIVILIZATION_CARDIFF, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
117, CIVILIZATION_KANDY, 12, 12, 0, 6, 6, 0, 0, 0, 0, 0
117, CIVILIZATION_LISBON, 12, 12, 2, 5, 0, 0, 0, 0, 0, 0
117, CIVILIZATION_RAPA_NUI, 13, 12, 1, 5, 0, 0, 0, 0, 0, 0
117, CIVILIZATION_ARMAGH, 12, 12, 1, 4, 0, 0, 0, 0, 0, 0
117, CIVILIZATION_HATTUSA, 10, 14, 0, 3, 0, 0, 0, 0, 0, 0
117, CIVILIZATION_SINGAPORE, 11, 14, 0, 5, 0, 0, 0, 0, 0, 0
117, CIVILIZATION_BABYLON, 9, 11, 0, 6, 0, 0, 0, 0, 0, 0
117, CIVILIZATION_LA_VENTA, 9, 14, 1, 5, 7, 0, 0, 0, 0, 0
117, CIVILIZATION_VALLETTA, 7, 11, 0, 7, 5, 0, 0, 0, 0, 0
117, CIVILIZATION_PRESLAV, 7, 12, 0, 5, 0, 0, 0, 0, 0, 0
117, CIVILIZATION_JERUSALEM, 10, 12, 1, 6, 4, 0, 0, 0, 0, 0
117, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
117, CIVILIZATION_MAYA, 56, 25, 9, 19, 6, 4, 0, 67, 67, 0
117, CIVILIZATION_EGYPT, 69, 27, 4, 21, 19, 4, 0, 229, 229, 0
118, CIVILIZATION_MAPUCHE, 68, 25, 6, 50, 5, 11, 0, 119, 147, 0
118, CIVILIZATION_SCOTLAND, 52, 16, 3, 17, 0, 3, 0, 173, 173, 0
118, CIVILIZATION_GRAN_COLOMBIA, 59, 20, 4, 33, 6, 11, 0, 99, 99, 0
