Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food
109, CIVILIZATION_VALLETTA, 1, 8, 14, 11, 4, 0, 0, 0, 7, 6, 187, 0, 6, 3, 10, 0, 1, 24
109, CIVILIZATION_PRESLAV, 1, 4, 15, 11, 6, 0, 0, 0, 7, 3, 472, 0, 4, 4, 5, 0, 4, 9
109, CIVILIZATION_JERUSALEM, 1, 7, 14, 10, 5, 0, 0, 0, 10, 6, 409, 1502, 5, 4, 9, 60, 6, 17
109, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
109, CIVILIZATION_MAYA, 4, 23, 18, 12, 7, 0, 0, 0, 54, 18, 591, 44, 26, 13, 32, 7, 57, 78
109, CIVILIZATION_EGYPT, 4, 19, 15, 12, 12, 0, 0, 0, 50, 11, 744, 412, 30, 18, 86, 8, 51, 51
110, CIVILIZATION_MAPUCHE, 5, 30, 18, 11, 6, 0, 0, 0, 58, 13, 129, 43, 52, 33, 15, 10, 62, 84
110, CIVILIZATION_SCOTLAND, 4, 15, 13, 12, 12, 0, 0, 0, 52, 21, 70, 123, 20, 16, 13, 5, 39, 36
110, CIVILIZATION_GRAN_COLOMBIA, 5, 22, 13, 12, 11, 0, 0, 3, 58, 15, 89, 33, 23, 25, 37, 10, 55, 63
110, CIVILIZATION_GREECE, 3, 12, 14, 11, 1, 0, 0, 2, 37, 12, 125, 63, 36, 22, 8, 2, 41, 32
110, CIVILIZATION_AMERICA, 5, 17, 15, 8, 6, 0, 0, 0, 54, 15, 328, 91, 16, 9, 28, 11, 57, 50
110, CIVILIZATION_CANADA, 3, 11, 11, 8, 2, 0, 0, 10, 36, 8, 321, 120, 11, 9, 16, 25, 29, 32
110, CIVILIZATION_KONGO, 5, 27, 15, 9, 3, 0, 0, 0, 51, 10, 216, 90, 36, 10, 17, 1, 56, 79
110, CIVILIZATION_INDONESIA, 3, 11, 13, 9, 3, 0, 0, 16, 34, 2, 56, 68, 11, 6, 10, 8, 18, 36
110, CIVILIZATION_CARDIFF, 1, 9, 14, 11, 6, 0, 0, 0, 8, 7, 354, 0, 5, 4, 4, 0, 5, 23
110, CIVILIZATION_KANDY, 1, 8, 14, 11, 1, 0, 0, 1, 12, 2, 16, 0, 5, 5, 10, 0, 3, 22
110, CIVILIZATION_LISBON, 1, 7, 14, 11, 6, 0, 0, 1, 12, 2, 62, 0, 5, 4, 9, 0, 3, 17
110, CIVILIZATION_RAPA_NUI, 1, 7, 15, 11, 0, 0, 0, 0, 13, 6, 310, 0, 4, 4, 17, 0, 2, 17
110, CIVILIZATION_MOHENJO_DARO, 1, 8, 14, 11, 6, 0, 0, 0, 9, 4, 633, 0, 5, 4, 7, 0, 4, 18
110, CIVILIZATION_ARMAGH, 1, 6, 13, 11, 1, 0, 0, 0, 12, 0, 101, 256, 4, 4, 4, 2, 4, 15
110, CIVILIZATION_HATTUSA, 1, 4, 16, 11, 6, 0, 0, 0, 10, 8, 325, 0, 5, 4, 7, 0, 7, 9
110, CIVILIZATION_SINGAPORE, 1, 7, 14, 11, 6, 0, 0, 0, 9, 8, 414, 120, 4, 4, 8, 1, 6, 17
110, CIVILIZATION_BABYLON, 1, 8, 14, 10, 2, 0, 0, 0, 9, 1, 218, 0, 5, 3, 6, 0, 2, 21
110, CIVILIZATION_LA_VENTA, 1, 6, 14, 11, 7, 0, 0, 0, 9, 5, 218, 555, 5, 4, 10, 12, 2, 13
110, CIVILIZATION_VALLETTA, 1, 8, 14, 11, 4, 0, 0, 0, 7, 6, 195, 0, 6, 3, 10, 0, 1, 24
110, CIVILIZATION_PRESLAV, 1, 4, 15, 11, 6, 0, 0, 0, 7, 3, 478, 0, 4, 4, 5, 0, 4, 9
110, CIVILIZATION_JERUSALEM, 1, 7, 14, 10, 5, 0, 0, 0, 10, 6, 416, 1563, 5, 4, 9, 60, 6, 17
110, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, CIVILIZATION_MAYA, 4, 23, 18, 12, 8, 0, 0, 0, 54, 18, 609, 51, 28, 13, 32, 7, 57, 78
110, CIVILIZATION_EGYPT, 4, 20, 15, 12, 12, 0, 0, 0, 51, 11, 120, 421, 32, 19, 87, 8, 55, 53
111, CIVILIZATION_MAPUCHE, 5, 30, 19, 11, 6, 0, 0, 0, 58, 13, 125, 54, 52, 33, 15, 10, 68, 84
111, CIVILIZATION_SCOTLAND, 4, 16, 13, 12, 13, 0, 0, 0, 52, 22, 69, 130, 22, 15, 13, 6, 44, 34
111, CIVILIZATION_GRAN_COLOMBIA, 5, 22, 14, 12, 10, 0, 0, 3, 58, 15, 105, 44, 22, 24, 37, 10, 53, 63
111, CIVILIZATION_GREECE, 3, 14, 14, 11, 1, 0, 0, 2, 39, 12, 124, 65, 38, 24, 8, 2, 45, 36
111, CIVILIZATION_AMERICA, 5, 18, 15, 8, 4, 0, 0, 0, 54, 15, 346, 104, 18, 9, 28, 12, 57, 52
111, CIVILIZATION_CANADA, 3, 11, 11, 8, 2, 0, 0, 12, 36, 8, 328, 146, 11, 9, 16, 25, 29, 32
111, CIVILIZATION_KONGO, 5, 27, 15, 9, 4, 0, 0, 0, 51, 9, 213, 92, 38, 10, 17, 2, 55, 77
111, CIVILIZATION_INDONESIA, 3, 12, 13, 9, 3, 0, 0, 16, 34, 2, 60, 77, 11, 6, 10, 8, 19, 37
111, CIVILIZATION_CARDIFF, 1, 9, 14, 11, 6, 0, 0, 0, 8, 7, 359, 0, 5, 4, 4, 0, 5, 23
111, CIVILIZATION_KANDY, 1, 8, 14, 11, 1, 0, 0, 1, 12, 2, 25, 0, 5, 5, 10, 0, 3, 22
111, CIVILIZATION_LISBON, 1, 7, 14, 11, 6, 0, 0, 1, 12, 3, 76, 0, 5, 4, 15, 0, 3, 18
111, CIVILIZATION_RAPA_NUI, 1, 7, 15, 11, 0, 0, 0, 0, 13, 5, 323, 0, 4, 4, 13, 0, 2, 16
111, CIVILIZATION_MOHENJO_DARO, 1, 8, 14, 11, 4, 0, 0, 0, 9, 4, 640, 0, 5, 4, 7, 0, 4, 18
111, CIVILIZATION_ARMAGH, 1, 6, 13, 11, 1, 0, 0, 0, 12, 0, 103, 259, 4, 3, 4, 2, 4, 15
111, CIVILIZATION_HATTUSA, 1, 4, 16, 11, 6, 0, 0, 0, 10, 8, 320, 0, 5, 4, 7, 0, 7, 9
111, CIVILIZATION_SINGAPORE, 1, 7, 14, 11, 6, 0, 0, 0, 9, 8, 423, 121, 4, 4, 8, 1, 6, 17
111, CIVILIZATION_BABYLON, 1, 8, 14, 10, 2, 0, 0, 0, 9, 1, 222, 0, 5, 3, 6, 0, 2, 21
111, CIVILIZATION_LA_VENTA, 1, 6, 14, 11, 7, 0, 0, 0, 9, 5, 225, 567, 5, 4, 10, 12, 2, 13
111, CIVILIZATION_VALLETTA, 1, 8, 14, 11, 4, 0, 0, 0, 7, 6, 203, 0, 6, 3, 10, 0, 1, 24
111, CIVILIZATION_PRESLAV, 1, 5, 15, 11, 6, 0, 0, 0, 7, 3, 483, 0, 4, 4, 5, 0, 3, 9
111, CIVILIZATION_JERUSALEM, 1, 7, 14, 10, 5, 0, 0, 0, 10, 6, 424, 1623, 5, 4, 9, 60, 6, 17
111, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
111, CIVILIZATION_MAYA, 4, 23, 18, 12, 8, 0, 0, 0, 54, 17, 474, 58, 28, 16, 31, 7, 58, 77
111, CIVILIZATION_EGYPT, 4, 20, 16, 12, 12, 0, 0, 0, 51, 11, 186, 429, 32, 18, 77, 8, 55, 53
112, CIVILIZATION_MAPUCHE, 5, 30, 19, 12, 6, 0, 0, 0, 58, 14, 122, 65, 52, 33, 15, 10, 68, 85
112, CIVILIZATION_SCOTLAND, 4, 14, 14, 12, 13, 0, 0, 0, 52, 23, 66, 135, 19, 15, 10, 5, 38, 33
112, CIVILIZATION_GRAN_COLOMBIA, 5, 23, 15, 12, 9, 0, 0, 3, 58, 15, 114, 55, 23, 25, 37, 10, 58, 64
112, CIVILIZATION_GREECE, 3, 14, 15, 11, 1, 0, 0, 2, 39, 12, 124, 67, 38, 24, 8, 2, 45, 36
112, CIVILIZATION_AMERICA, 5, 18, 15, 8, 3, 0, 0, 0, 55, 15, 364, 117, 18, 9, 28, 12, 57, 52
112, CIVILIZATION_CANADA, 3, 11, 11, 8, 2, 0, 0, 12, 36, 8, 334, 171, 11, 9, 16, 25, 29, 32
112, CIVILIZATION_KONGO, 5, 27, 16, 9, 4, 0, 0, 0, 51, 9, 211, 94, 40, 11, 17, 4, 57, 77
112, CIVILIZATION_INDONESIA, 3, 12, 13, 9, 3, 0, 0, 16, 34, 3, 63, 86, 11, 6, 10, 8, 19, 38
112, CIVILIZATION_CARDIFF, 1, 9, 14, 11, 6, 0, 0, 0, 8, 7, 363, 0, 5, 4, 4, 0, 5, 23
112, CIVILIZATION_KANDY, 1, 8, 14, 11, 2, 0, 0, 1, 12, 2, 33, 0, 5, 5, 10, 0, 3, 22
112, CIVILIZATION_LISBON, 1, 7, 14, 11, 6, 0, 0, 1, 12, 3, 90, 0, 5, 4, 15, 0, 3, 18
112, CIVILIZATION_RAPA_NUI, 1, 7, 15, 11, 0, 0, 0, 0, 13, 5, 337, 0, 4, 4, 13, 0, 2, 16
112, CIVILIZATION_MOHENJO_DARO, 1, 8, 14, 11, 0, 0, 0, 0, 9, 4, 647, 0, 5, 4, 7, 0, 4, 18
112, CIVILIZATION_ARMAGH, 1, 6, 13, 11, 1, 0, 0, 0, 12, 0, 106, 261, 4, 4, 4, 2, 4, 15
112, CIVILIZATION_HATTUSA, 1, 4, 16, 11, 6, 0, 0, 0, 10, 8, 315, 0, 5, 4, 7, 0, 7, 9
112, CIVILIZATION_SINGAPORE, 1, 7, 14, 11, 6, 0, 0, 0, 9, 8, 431, 123, 4, 4, 8, 1, 6, 17
112, CIVILIZATION_BABYLON, 1, 8, 14, 10, 2, 0, 0, 0, 9, 1, 226, 0, 5, 3, 6, 0, 2, 21
112, CIVILIZATION_LA_VENTA, 1, 6, 14, 11, 7, 0, 0, 0, 9, 5, 232, 580, 5, 4, 10, 12, 2, 13
112, CIVILIZATION_VALLETTA, 1, 8, 14, 11, 4, 0, 0, 0, 7, 6, 211, 0, 6, 3, 10, 0, 1, 24
112, CIVILIZATION_PRESLAV, 1, 4, 15, 11, 6, 0, 0, 0, 7, 3, 489, 0, 4, 4, 5, 0, 4, 9
112, CIVILIZATION_JERUSALEM, 1, 7, 14, 11, 5, 0, 0, 0, 10, 6, 431, 1684, 5, 4, 9, 60, 6, 17
112, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_MAYA, 4, 23, 19, 12, 8, 0, 0, 0, 54, 17, 489, 65, 28, 18, 31, 7, 58, 77
112, CIVILIZATION_EGYPT, 4, 20, 16, 12, 12, 0, 0, 0, 51, 11, 261, 438, 32, 18, 86, 8, 55, 54
112, CIVILIZATION_MAPUCHE, 5, 30, 19, 12, 6, 0, 0, 0, 58, 14, 122, 65, 52, 33, 15, 10, 68, 85
112, CIVILIZATION_SCOTLAND, 4, 14, 14, 12, 13, 0, 0, 0, 52, 23, 66, 135, 19, 15, 10, 5, 38, 33
112, CIVILIZATION_GRAN_COLOMBIA, 5, 23, 15, 12, 9, 0, 0, 3, 58, 15, 114, 55, 23, 25, 37, 10, 58, 64
112, CIVILIZATION_GREECE, 3, 14, 15, 11, 1, 0, 0, 2, 39, 12, 124, 67, 38, 24, 8, 2, 45, 36
112, CIVILIZATION_AMERICA, 5, 18, 15, 8, 3, 0, 0, 0, 55, 15, 364, 117, 18, 9, 28, 12, 57, 52
112, CIVILIZATION_CANADA, 3, 11, 11, 8, 2, 0, 0, 12, 36, 8, 334, 171, 11, 9, 16, 25, 29, 32
112, CIVILIZATION_KONGO, 5, 27, 16, 9, 4, 0, 0, 0, 51, 9, 211, 94, 40, 11, 17, 4, 57, 77
112, CIVILIZATION_INDONESIA, 3, 12, 13, 9, 3, 0, 0, 16, 34, 3, 63, 86, 11, 6, 10, 8, 19, 38
112, CIVILIZATION_CARDIFF, 1, 9, 14, 11, 6, 0, 0, 0, 8, 7, 363, 0, 5, 4, 4, 0, 5, 23
112, CIVILIZATION_KANDY, 1, 8, 14, 11, 2, 0, 0, 1, 12, 2, 33, 0, 5, 5, 10, 0, 3, 22
112, CIVILIZATION_LISBON, 1, 7, 14, 11, 6, 0, 0, 1, 12, 3, 90, 0, 5, 4, 15, 0, 3, 18
112, CIVILIZATION_RAPA_NUI, 1, 7, 15, 11, 0, 0, 0, 0, 13, 5, 337, 0, 4, 4, 13, 0, 2, 16
112, CIVILIZATION_MOHENJO_DARO, 1, 8, 14, 11, 0, 0, 0, 0, 9, 4, 647, 0, 5, 4, 7, 0, 4, 18
112, CIVILIZATION_ARMAGH, 1, 6, 13, 11, 1, 0, 0, 0, 12, 0, 106, 261, 4, 4, 4, 2, 4, 15
112, CIVILIZATION_HATTUSA, 1, 4, 16, 11, 6, 0, 0, 0, 10, 8, 315, 0, 5, 4, 7, 0, 7, 9
112, CIVILIZATION_SINGAPORE, 1, 7, 14, 11, 6, 0, 0, 0, 9, 8, 431, 123, 4, 4, 8, 1, 6, 17
112, CIVILIZATION_BABYLON, 1, 8, 14, 10, 2, 0, 0, 0, 9, 1, 226, 0, 5, 3, 6, 0, 2, 21
112, CIVILIZATION_LA_VENTA, 1, 6, 14, 11, 7, 0, 0, 0, 9, 5, 232, 580, 5, 4, 10, 12, 2, 13
112, CIVILIZATION_VALLETTA, 1, 8, 14, 11, 4, 0, 0, 0, 7, 6, 211, 0, 6, 3, 10, 0, 1, 24
112, CIVILIZATION_PRESLAV, 1, 4, 15, 11, 6, 0, 0, 0, 7, 3, 489, 0, 4, 4, 5, 0, 4, 9
112, CIVILIZATION_JERUSALEM, 1, 7, 14, 11, 5, 0, 0, 0, 10, 6, 431, 1684, 5, 4, 9, 60, 6, 17
112, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
112, CIVILIZATION_MAYA, 4, 23, 19, 12, 8, 0, 0, 0, 54, 17, 489, 65, 28, 18, 31, 7, 58, 77
112, CIVILIZATION_EGYPT, 4, 20, 16, 12, 12, 0, 0, 0, 51, 11, 261, 438, 32, 18, 86, 8, 55, 54
113, CIVILIZATION_MAPUCHE, 5, 30, 19, 12, 8, 0, 0, 0, 60, 14, 38, 76, 54, 33, 15, 10, 68, 85
113, CIVILIZATION_SCOTLAND, 4, 14, 14, 12, 13, 0, 0, 0, 52, 23, 63, 141, 21, 14, 10, 5, 42, 30
113, CIVILIZATION_GRAN_COLOMBIA, 5, 24, 15, 12, 9, 0, 0, 3, 59, 15, 123, 66, 24, 25, 37, 10, 59, 66
113, CIVILIZATION_GREECE, 3, 13, 15, 11, 1, 0, 0, 2, 39, 12, 124, 69, 36, 20, 8, 2, 44, 34
113, CIVILIZATION_AMERICA, 5, 18, 15, 8, 2, 0, 0, 0, 56, 15, 382, 129, 20, 9, 28, 12, 57, 52
113, CIVILIZATION_CANADA, 3, 12, 11, 9, 2, 0, 0, 12, 36, 8, 342, 196, 12, 9, 17, 25, 33, 35
113, CIVILIZATION_KONGO, 5, 27, 16, 9, 4, 0, 0, 0, 53, 9, 207, 98, 38, 11, 17, 4, 57, 80
113, CIVILIZATION_INDONESIA, 4, 13, 13, 9, 3, 0, 0, 17, 41, 3, 67, 94, 12, 7, 10, 8, 22, 44
113, CIVILIZATION_CARDIFF, 1, 9, 14, 11, 6, 0, 0, 0, 8, 7, 368, 0, 5, 4, 4, 0, 5, 23
113, CIVILIZATION_KANDY, 1, 8, 14, 11, 2, 0, 0, 1, 12, 2, 40, 0, 5, 5, 10, 0, 3, 22
113, CIVILIZATION_LISBON, 1, 7, 14, 11, 6, 0, 0, 1, 12, 3, 105, 0, 5, 4, 15, 0, 3, 18
113, CIVILIZATION_RAPA_NUI, 1, 7, 15, 11, 0, 0, 0, 0, 13, 4, 350, 0, 4, 4, 13, 0, 2, 15
113, CIVILIZATION_MOHENJO_DARO, 1, 8, 14, 11, 1, 0, 0, 0, 9, 4, 412, 0, 5, 4, 7, 0, 4, 18
113, CIVILIZATION_ARMAGH, 1, 6, 13, 11, 2, 0, 0, 0, 12, 0, 108, 264, 4, 4, 4, 2, 4, 15
113, CIVILIZATION_HATTUSA, 1, 4, 16, 11, 6, 0, 0, 0, 10, 8, 310, 0, 5, 4, 7, 0, 7, 9
113, CIVILIZATION_SINGAPORE, 1, 7, 14, 11, 6, 0, 0, 0, 9, 8, 439, 125, 4, 4, 8, 1, 6, 17
113, CIVILIZATION_BABYLON, 1, 8, 15, 10, 2, 0, 0, 0, 9, 1, 231, 0, 5, 3, 6, 0, 2, 21
113, CIVILIZATION_LA_VENTA, 1, 6, 14, 11, 7, 0, 0, 0, 9, 5, 240, 593, 5, 4, 10, 12, 2, 13
113, CIVILIZATION_VALLETTA, 1, 8, 14, 11, 4, 0, 0, 0, 7, 6, 218, 0, 6, 3, 10, 0, 1, 24
113, CIVILIZATION_PRESLAV, 1, 4, 15, 11, 6, 0, 0, 0, 7, 3, 494, 0, 4, 4, 5, 0, 4, 9
113, CIVILIZATION_JERUSALEM, 1, 7, 14, 11, 5, 0, 0, 0, 10, 6, 439, 1744, 5, 4, 9, 60, 6, 17
113, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
113, CIVILIZATION_MAYA, 4, 23, 19, 12, 9, 0, 0, 0, 55, 17, 503, 74, 28, 18, 31, 9, 58, 79
