Game Turn, Player, BY TYPE: Tiles, Buildings, Districts, Population, Outgoing Trade Routes, TOURISM, Diplo Victory, BALANCE: Favor, LIFETIME: Favor, CO2 Per Turn
183, CIVILIZATION_MAPUCHE, 55, 18, 9, 48, 0, 12, 2, 23, 225, 0
183, CIVILIZATION_SCOTLAND, 101, 54, 7, 42, 0, 11, 1, 261, 523, 0
183, CIVILIZATION_GRAN_COLOMBIA, 114, 77, 14, 53, 4, 23, 2, 35, 273, 0
183, CIVILIZATION_GREECE, 62, 26, 8, 20, 0, 4, 2, 3, 229, 0
183, CIVILIZATION_AMERICA, 89, 24, 6, 43, 4, 11, 2, 63, 451, 0
183, CIVILIZATION_CANADA, 74, 48, 7, 24, 10, 11, 3, 37, 171, 0
183, CIVILIZATION_KONGO, 29, 24, 4, 12, 5, 4, 2, 6, 82, 0
183, CIVILIZATION_INDONESIA, 57, 15, 6, 35, 0, 12, 3, 20, 183, 0
183, CIVILIZATION_CARDIFF, 10, 14, 1, 9, 3, 0, 0, 0, 0, 0
183, CIVILIZATION_KANDY, 12, 14, 1, 7, 0, 0, 0, 0, 0, 0
183, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
183, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
183, CIVILIZATION_ARMAGH, 12, 17, 1, 6, 11, 0, 0, 0, 0, 0
183, CIVILIZATION_HATTUSA, 11, 14, 0, 4, 5, 0, 0, 0, 0, 0
183, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 5, 0, 0, 0, 0, 0
183, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
183, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
183, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
183, CIVILIZATION_FREE_CITIES, 14, 2, 0, 5, 0, 0, 0, 0, 0, 0
183, CIVILIZATION_MAYA, 152, 111, 26, 95, 29, 33, 2, 17, 140, 0
183, CIVILIZATION_EGYPT, 161, 102, 18, 55, 128, 41, 3, 500, 705, 0
184, CIVILIZATION_MAPUCHE, 55, 18, 9, 48, 0, 12, 2, 24, 226, 0
184, CIVILIZATION_SCOTLAND, 101, 54, 7, 42, 0, 13, 1, 264, 526, 0
184, CIVILIZATION_GRAN_COLOMBIA, 115, 78, 14, 53, 4, 23, 2, 39, 277, 0
184, CIVILIZATION_GREECE, 63, 26, 8, 20, 0, 4, 2, 6, 232, 0
184, CIVILIZATION_AMERICA, 89, 24, 6, 44, 4, 11, 2, 67, 455, 0
184, CIVILIZATION_CANADA, 76, 48, 7, 24, 10, 11, 3, 38, 172, 0
184, CIVILIZATION_KONGO, 29, 24, 4, 13, 5, 4, 2, 7, 83, 0
184, CIVILIZATION_INDONESIA, 57, 15, 6, 35, 0, 12, 3, 21, 184, 0
184, CIVILIZATION_CARDIFF, 10, 14, 1, 9, 3, 0, 0, 0, 0, 0
184, CIVILIZATION_KANDY, 12, 14, 1, 7, 0, 0, 0, 0, 0, 0
184, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
184, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
184, CIVILIZATION_ARMAGH, 12, 17, 1, 6, 11, 0, 0, 0, 0, 0
184, CIVILIZATION_HATTUSA, 11, 14, 0, 4, 5, 0, 0, 0, 0, 0
184, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 5, 0, 0, 0, 0, 0
184, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
184, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
184, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
184, CIVILIZATION_FREE_CITIES, 14, 2, 0, 5, 0, 0, 0, 0, 0, 0
184, CIVILIZATION_MAYA, 153, 111, 26, 95, 20, 33, 2, 18, 141, 0
184, CIVILIZATION_EGYPT, 166, 102, 18, 55, 162, 41, 3, 511, 716, 0
185, CIVILIZATION_MAPUCHE, 55, 18, 9, 48, 0, 12, 2, 25, 227, 0
185, CIVILIZATION_SCOTLAND, 102, 54, 7, 42, 0, 13, 1, 267, 529, 0
185, CIVILIZATION_GRAN_COLOMBIA, 122, 85, 14, 56, 4, 23, 2, 43, 281, 0
185, CIVILIZATION_GREECE, 63, 26, 8, 21, 0, 4, 2, 9, 235, 0
185, CIVILIZATION_AMERICA, 89, 24, 6, 46, 4, 11, 2, 71, 459, 0
185, CIVILIZATION_CANADA, 76, 48, 7, 22, 10, 11, 3, 39, 173, 0
185, CIVILIZATION_KONGO, 29, 24, 4, 13, 5, 4, 2, 8, 84, 0
185, CIVILIZATION_INDONESIA, 57, 15, 8, 35, 0, 12, 3, 22, 185, 0
185, CIVILIZATION_CARDIFF, 10, 14, 1, 9, 3, 0, 0, 0, 0, 0
185, CIVILIZATION_KANDY, 12, 14, 1, 7, 0, 0, 0, 0, 0, 0
185, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
185, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
185, CIVILIZATION_ARMAGH, 12, 17, 1, 6, 11, 0, 0, 0, 0, 0
185, CIVILIZATION_HATTUSA, 12, 14, 0, 4, 5, 0, 0, 0, 0, 0
185, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 5, 0, 0, 0, 0, 0
185, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
185, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
185, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
185, CIVILIZATION_FREE_CITIES, 14, 2, 0, 6, 0, 0, 0, 0, 0, 0
185, CIVILIZATION_MAYA, 160, 113, 26, 99, 20, 33, 2, 19, 142, 0
185, CIVILIZATION_EGYPT, 167, 102, 18, 55, 162, 41, 3, 522, 727, 0
186, CIVILIZATION_MAPUCHE, 55, 21, 9, 48, 0, 12, 2, 26, 228, 0
186, CIVILIZATION_SCOTLAND, 102, 54, 7, 42, 0, 13, 1, 269, 531, 0
186, CIVILIZATION_GRAN_COLOMBIA, 123, 83, 14, 56, 4, 23, 2, 47, 285, 0
186, CIVILIZATION_GREECE, 63, 28, 8, 21, 0, 4, 2, 12, 238, 0
186, CIVILIZATION_AMERICA, 89, 24, 6, 46, 4, 11, 2, 76, 464, 0
186, CIVILIZATION_CANADA, 76, 48, 7, 22, 10, 11, 3, 40, 174, 0
186, CIVILIZATION_KONGO, 29, 24, 4, 13, 5, 4, 2, 9, 85, 0
186, CIVILIZATION_INDONESIA, 57, 15, 8, 35, 0, 12, 3, 23, 186, 0
186, CIVILIZATION_CARDIFF, 10, 14, 1, 9, 3, 0, 0, 0, 0, 0
186, CIVILIZATION_KANDY, 12, 14, 1, 7, 0, 0, 0, 0, 0, 0
186, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
186, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
186, CIVILIZATION_ARMAGH, 12, 17, 1, 6, 11, 0, 0, 0, 0, 0
186, CIVILIZATION_HATTUSA, 12, 14, 0, 4, 5, 0, 0, 0, 0, 0
186, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 5, 0, 0, 0, 0, 0
186, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
186, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
186, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
186, CIVILIZATION_FREE_CITIES, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0
186, CIVILIZATION_MAYA, 164, 116, 26, 98, 41, 33, 2, 21, 144, 0
186, CIVILIZATION_EGYPT, 167, 103, 18, 58, 162, 41, 3, 532, 737, 0
187, CIVILIZATION_MAPUCHE, 56, 21, 9, 51, 0, 12, 2, 27, 229, 0
187, CIVILIZATION_SCOTLAND, 104, 54, 7, 42, 0, 13, 1, 272, 534, 0
187, CIVILIZATION_GRAN_COLOMBIA, 123, 83, 14, 55, 4, 23, 2, 51, 289, 0
187, CIVILIZATION_GREECE, 63, 28, 8, 21, 0, 4, 2, 15, 241, 0
187, CIVILIZATION_AMERICA, 89, 24, 6, 46, 4, 11, 2, 81, 469, 0
187, CIVILIZATION_CANADA, 76, 48, 7, 22, 10, 11, 3, 41, 175, 0
187, CIVILIZATION_KONGO, 29, 24, 4, 13, 5, 4, 2, 10, 86, 0
187, CIVILIZATION_INDONESIA, 57, 15, 8, 35, 0, 12, 3, 24, 187, 0
187, CIVILIZATION_CARDIFF, 10, 14, 1, 9, 3, 0, 0, 0, 0, 0
187, CIVILIZATION_KANDY, 12, 14, 1, 7, 0, 0, 0, 0, 0, 0
187, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
187, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
187, CIVILIZATION_ARMAGH, 12, 17, 1, 6, 11, 0, 0, 0, 0, 0
187, CIVILIZATION_HATTUSA, 12, 14, 0, 4, 5, 0, 0, 0, 0, 0
187, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 5, 0, 0, 0, 0, 0
187, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
187, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
187, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
187, CIVILIZATION_FREE_CITIES, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0
187, CIVILIZATION_MAYA, 164, 117, 26, 102, 35, 33, 2, 23, 146, 0
187, CIVILIZATION_EGYPT, 168, 103, 18, 60, 162, 41, 3, 543, 748, 0
188, CIVILIZATION_MAPUCHE, 56, 21, 9, 51, 0, 12, 2, 28, 230, 0
188, CIVILIZATION_SCOTLAND, 104, 54, 7, 45, 0, 13, 1, 275, 537, 0
188, CIVILIZATION_GRAN_COLOMBIA, 124, 93, 15, 56, 4, 23, 2, 55, 293, 0
188, CIVILIZATION_GREECE, 63, 28, 8, 15, 0, 4, 2, 18, 244, 0
188, CIVILIZATION_AMERICA, 89, 24, 6, 46, 4, 11, 2, 86, 474, 0
188, CIVILIZATION_CANADA, 76, 48, 7, 22, 10, 11, 3, 42, 176, 0
188, CIVILIZATION_KONGO, 29, 24, 4, 13, 5, 4, 2, 11, 87, 0
188, CIVILIZATION_INDONESIA, 58, 15, 8, 35, 0, 12, 3, 25, 188, 0
188, CIVILIZATION_CARDIFF, 10, 14, 1, 9, 3, 0, 0, 0, 0, 0
188, CIVILIZATION_KANDY, 12, 14, 1, 7, 0, 0, 0, 0, 0, 0
188, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
188, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
188, CIVILIZATION_ARMAGH, 12, 17, 1, 6, 11, 0, 0, 0, 0, 0
188, CIVILIZATION_HATTUSA, 12, 14, 0, 4, 5, 0, 0, 0, 0, 0
188, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 5, 0, 0, 0, 0, 0
188, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
188, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
188, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
188, CIVILIZATION_FREE_CITIES, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0
188, CIVILIZATION_MAYA, 168, 122, 26, 103, 64, 36, 3, 25, 148, 0
188, CIVILIZATION_EGYPT, 168, 106, 18, 60, 162, 41, 3, 553, 758, 0
189, CIVILIZATION_MAPUCHE, 57, 29, 9, 51, 0, 12, 2, 29, 231, 0
189, CIVILIZATION_SCOTLAND, 104, 54, 8, 45, 0, 13, 1, 278, 540, 0
189, CIVILIZATION_GRAN_COLOMBIA, 124, 93, 15, 57, 4, 23, 2, 57, 295, 0
189, CIVILIZATION_GREECE, 64, 28, 8, 19, 0, 4, 2, 20, 246, 0
189, CIVILIZATION_AMERICA, 90, 24, 6, 46, 4, 11, 2, 91, 479, 0
189, CIVILIZATION_CANADA, 76, 48, 7, 22, 10, 11, 3, 43, 177, 0
189, CIVILIZATION_KONGO, 29, 24, 4, 13, 5, 4, 2, 12, 88, 0
189, CIVILIZATION_INDONESIA, 58, 15, 8, 35, 0, 12, 3, 26, 189, 0
189, CIVILIZATION_CARDIFF, 10, 14, 1, 9, 3, 0, 0, 0, 0, 0
189, CIVILIZATION_KANDY, 12, 14, 1, 7, 0, 0, 0, 0, 0, 0
189, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
189, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
189, CIVILIZATION_ARMAGH, 12, 17, 1, 6, 11, 0, 0, 0, 0, 0
189, CIVILIZATION_HATTUSA, 12, 14, 0, 4, 5, 0, 0, 0, 0, 0
189, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 5, 0, 0, 0, 0, 0
189, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
189, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
189, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
189, CIVILIZATION_FREE_CITIES, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0
189, CIVILIZATION_MAYA, 168, 122, 26, 103, 64, 36, 3, 26, 149, 0
189, CIVILIZATION_EGYPT, 168, 114, 18, 61, 162, 41, 3, 560, 765, 0
190, CIVILIZATION_MAPUCHE, 57, 29, 9, 51, 0, 12, 2, 30, 232, 0
190, CIVILIZATION_SCOTLAND, 104, 54, 8, 45, 0, 13, 1, 281, 543, 0
190, CIVILIZATION_GRAN_COLOMBIA, 124, 93, 16, 57, 0, 23, 2, 61, 299, 0
190, CIVILIZATION_GREECE, 64, 28, 8, 19, 0, 4, 2, 23, 249, 0
190, CIVILIZATION_AMERICA, 90, 26, 6, 46, 4, 11, 2, 96, 484, 0
190, CIVILIZATION_CANADA, 78, 48, 8, 22, 10, 11, 3, 44, 178, 0
190, CIVILIZATION_KONGO, 29, 24, 4, 12, 5, 4, 2, 13, 89, 0
190, CIVILIZATION_INDONESIA, 59, 15, 8, 35, 0, 12, 3, 27, 190, 0
190, CIVILIZATION_CARDIFF, 10, 14, 1, 9, 3, 0, 0, 0, 0, 0
190, CIVILIZATION_KANDY, 12, 14, 2, 7, 0, 0, 0, 0, 0, 0
190, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
190, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
190, CIVILIZATION_ARMAGH, 12, 17, 1, 7, 11, 0, 0, 0, 0, 0
190, CIVILIZATION_HATTUSA, 12, 14, 0, 4, 5, 0, 0, 0, 0, 0
190, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 0, 0, 0, 0, 0, 0
190, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
190, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
190, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
190, CIVILIZATION_FREE_CITIES, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0
190, CIVILIZATION_MAYA, 168, 122, 26, 104, 64, 36, 3, 28, 151, 0
190, CIVILIZATION_EGYPT, 169, 114, 18, 61, 199, 41, 3, 570, 775, 0
191, CIVILIZATION_MAPUCHE, 58, 32, 9, 51, 0, 12, 2, 31, 233, 0
191, CIVILIZATION_SCOTLAND, 105, 54, 8, 45, 0, 13, 1, 284, 546, 0
191, CIVILIZATION_GRAN_COLOMBIA, 131, 93, 16, 58, 5, 23, 2, 65, 303, 0
191, CIVILIZATION_GREECE, 70, 28, 8, 20, 0, 4, 2, 26, 252, 0
191, CIVILIZATION_AMERICA, 90, 26, 6, 46, 4, 11, 2, 101, 489, 0
191, CIVILIZATION_CANADA, 78, 48, 8, 22, 10, 11, 3, 45, 179, 0
191, CIVILIZATION_KONGO, 29, 24, 4, 12, 5, 4, 2, 14, 90, 0
191, CIVILIZATION_INDONESIA, 59, 15, 8, 35, 0, 12, 3, 28, 191, 0
191, CIVILIZATION_CARDIFF, 11, 14, 1, 8, 3, 0, 0, 0, 0, 0
191, CIVILIZATION_KANDY, 12, 14, 2, 7, 0, 0, 0, 0, 0, 0
191, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
191, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
191, CIVILIZATION_ARMAGH, 12, 17, 1, 7, 11, 0, 0, 0, 0, 0
191, CIVILIZATION_HATTUSA, 12, 14, 0, 4, 5, 0, 0, 0, 0, 0
191, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 4, 0, 0, 0, 0, 0
191, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
191, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
191, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
191, CIVILIZATION_FREE_CITIES, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0
191, CIVILIZATION_MAYA, 170, 124, 26, 104, 64, 36, 3, 30, 153, 0
191, CIVILIZATION_EGYPT, 170, 124, 18, 61, 239, 41, 3, 580, 785, 0
192, CIVILIZATION_MAPUCHE, 58, 32, 9, 51, 0, 12, 2, 32, 234, 0
192, CIVILIZATION_SCOTLAND, 105, 54, 8, 45, 0, 13, 1, 287, 549, 0
192, CIVILIZATION_GRAN_COLOMBIA, 131, 93, 16, 59, 5, 23, 2, 69, 307, 0
192, CIVILIZATION_GREECE, 70, 28, 9, 20, 0, 4, 2, 29, 255, 0
192, CIVILIZATION_AMERICA, 90, 26, 6, 46, 4, 11, 2, 106, 494, 0
192, CIVILIZATION_CANADA, 80, 48, 8, 22, 10, 11, 3, 46, 180, 0
192, CIVILIZATION_KONGO, 29, 24, 4, 12, 5, 4, 2, 15, 91, 0
192, CIVILIZATION_INDONESIA, 59, 15, 8, 37, 0, 12, 3, 29, 192, 0
192, CIVILIZATION_CARDIFF, 11, 14, 1, 8, 3, 0, 0, 0, 0, 0
192, CIVILIZATION_KANDY, 12, 14, 2, 7, 0, 0, 0, 0, 0, 0
192, CIVILIZATION_LISBON, 13, 14, 2, 8, 0, 0, 0, 0, 0, 0
192, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
192, CIVILIZATION_ARMAGH, 12, 17, 1, 7, 11, 0, 0, 0, 0, 0
192, CIVILIZATION_HATTUSA, 12, 14, 0, 4, 5, 0, 0, 0, 0, 0
192, CIVILIZATION_SINGAPORE, 11, 14, 0, 8, 4, 0, 0, 0, 0, 0
192, CIVILIZATION_BABYLON, 12, 11, 1, 8, 0, 0, 0, 0, 0, 0
192, CIVILIZATION_LA_VENTA, 12, 14, 1, 5, 9, 0, 0, 0, 0, 0
192, CIVILIZATION_JERUSALEM, 12, 29, 1, 7, 7, 0, 0, 0, 0, 0
192, CIVILIZATION_FREE_CITIES, 23, 4, 3, 10, 0, 0, 0, 0, 0, 0
192, CIVILIZATION_MAYA, 170, 129, 26, 104, 64, 36, 3, 32, 155, 0
192, CIVILIZATION_EGYPT, 171, 124, 18, 62, 206, 43, 3, 590, 795, 0
193, CIVILIZATION_MAPUCHE, 58, 32, 9, 51, 0, 12, 2, 33, 235, 0
193, CIVILIZATION_SCOTLAND, 105, 54, 8, 45, 0, 13, 1, 290, 552, 0
193, CIVILIZATION_GRAN_COLOMBIA, 131, 93, 16, 59, 5, 23, 2, 73, 311, 0
193, CIVILIZATION_GREECE, 70, 28, 9, 20, 0, 4, 2, 32, 258, 0
193, CIVILIZATION_AMERICA, 90, 26, 6, 46, 4, 11, 2, 111, 499, 0
193, CIVILIZATION_CANADA, 80, 48, 8, 26, 10, 12, 3, 47, 181, 0
193, CIVILIZATION_KONGO, 13, 16, 1, 4, 11, 4, 2, 16, 92, 0
193, CIVILIZATION_INDONESIA, 59, 15, 8, 37, 0, 12, 3, 30, 193, 0
193, CIVILIZATION_CARDIFF, 11, 14, 1, 8, 3, 0, 0, 0, 0, 0
193, CIVILIZATION_KANDY, 13, 14, 2, 7, 0, 0, 0, 0, 0, 0
193, CIVILIZATION_LISBON, 14, 14, 2, 8, 0, 0, 0, 0, 0, 0
193, CIVILIZATION_RAPA_NUI, 13, 12, 2, 7, 6, 0, 0, 0, 0, 0
193, CIVILIZATION_ARMAGH, 12, 17, 1, 7, 11, 0, 0, 0, 0, 0
193, CIVILIZATION_HATTUSA, 13, 14, 0, 4, 5, 0, 0, 0, 0, 0
