Game Turn, Player, Score, CATEGORY_CIVICS, CATEGORY_EMPIRE, CATEGORY_GREAT_PEOPLE, CATEGORY_RELIGION, CATEGORY_TECH, CATEGORY_WONDER, CATEGORY_TRADE, CATEGORY_PILLAGE, CATEGORY_INCOME, CATEGORY_SCENARIO1, CATEGORY_SCENARIO2, CATEGORY_SCENARIO3, CATEGORY_E
181, 0, 579, 69, 217, 30, 22, 74, 60, 0, 0, 0, 0, 0, 0, 107
181, 1, 473, 66, 194, 25, 0, 62, 30, 0, 0, 0, 0, 0, 0, 96
182, 2, 359, 57, 77, 30, 30, 60, 0, 0, 0, 0, 0, 0, 0, 105
182, 3, 311, 54, 109, 10, 0, 52, 30, 0, 0, 0, 0, 0, 0, 56
182, 4, 447, 60, 151, 35, 20, 54, 45, 0, 0, 0, 0, 0, 0, 82
182, 5, 249, 51, 66, 5, 0, 54, 15, 0, 0, 0, 0, 0, 0, 58
182, 6, 292, 54, 90, 10, 14, 50, 15, 0, 0, 0, 0, 0, 0, 59
182, 7, 287, 42, 78, 10, 26, 50, 15, 0, 0, 0, 0, 0, 0, 66
182, 8, 232, 39, 43, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 54
182, 9, 215, 45, 60, 5, 0, 44, 15, 0, 0, 0, 0, 0, 0, 46
182, 10, 127, 51, 22, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 11, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 12, 128, 48, 26, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 13, 124, 48, 22, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 16, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 18, 117, 48, 15, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 19, 123, 48, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 21, 124, 51, 19, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 62, 58, 27, 19, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
182, 63, 108, 54, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
182, 0, 589, 72, 223, 30, 22, 74, 60, 0, 0, 0, 0, 0, 0, 108
182, 1, 474, 66, 195, 25, 0, 62, 30, 0, 0, 0, 0, 0, 0, 96
183, 2, 363, 60, 78, 30, 30, 60, 0, 0, 0, 0, 0, 0, 0, 105
183, 3, 314, 54, 111, 10, 0, 52, 30, 0, 0, 0, 0, 0, 0, 57
183, 4, 453, 60, 151, 35, 22, 54, 45, 0, 0, 0, 0, 0, 0, 86
183, 5, 249, 51, 66, 5, 0, 54, 15, 0, 0, 0, 0, 0, 0, 58
183, 6, 294, 54, 90, 10, 14, 52, 15, 0, 0, 0, 0, 0, 0, 59
183, 7, 292, 45, 78, 10, 26, 52, 15, 0, 0, 0, 0, 0, 0, 66
183, 8, 232, 39, 43, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 54
183, 9, 215, 45, 60, 5, 0, 44, 15, 0, 0, 0, 0, 0, 0, 46
183, 10, 127, 51, 22, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 11, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 12, 128, 48, 26, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 13, 124, 48, 22, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 16, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 18, 117, 48, 15, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 19, 123, 48, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 21, 124, 51, 19, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 62, 63, 30, 19, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
183, 63, 108, 54, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
183, 0, 592, 72, 226, 30, 22, 74, 60, 0, 0, 0, 0, 0, 0, 108
183, 1, 482, 66, 197, 30, 0, 62, 30, 0, 0, 0, 0, 0, 0, 97
184, 2, 363, 60, 78, 30, 30, 60, 0, 0, 0, 0, 0, 0, 0, 105
184, 3, 317, 54, 111, 10, 0, 54, 30, 0, 0, 0, 0, 0, 0, 58
184, 4, 454, 60, 152, 35, 22, 54, 45, 0, 0, 0, 0, 0, 0, 86
184, 5, 252, 54, 66, 5, 0, 54, 15, 0, 0, 0, 0, 0, 0, 58
184, 6, 300, 54, 94, 10, 14, 54, 15, 0, 0, 0, 0, 0, 0, 59
184, 7, 292, 45, 78, 10, 26, 52, 15, 0, 0, 0, 0, 0, 0, 66
184, 8, 236, 39, 44, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 57
184, 9, 217, 45, 60, 5, 0, 46, 15, 0, 0, 0, 0, 0, 0, 46
184, 10, 127, 51, 22, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
184, 11, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
184, 12, 128, 48, 26, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
184, 13, 124, 48, 22, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
184, 16, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
184, 18, 119, 48, 15, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0
184, 19, 125, 48, 21, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0
184, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
184, 21, 124, 51, 19, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
184, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
184, 62, 68, 33, 19, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0
184, 63, 113, 57, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0
184, 0, 595, 75, 226, 30, 22, 74, 60, 0, 0, 0, 0, 0, 0, 108
184, 1, 483, 66, 198, 30, 0, 62, 30, 0, 0, 0, 0, 0, 0, 97
185, 2, 363, 60, 78, 30, 30, 60, 0, 0, 0, 0, 0, 0, 0, 105
185, 3, 317, 54, 111, 10, 0, 54, 30, 0, 0, 0, 0, 0, 0, 58
185, 4, 465, 60, 161, 35, 22, 56, 45, 0, 0, 0, 0, 0, 0, 86
185, 5, 255, 54, 67, 5, 0, 56, 15, 0, 0, 0, 0, 0, 0, 58
185, 6, 303, 54, 97, 10, 14, 54, 15, 0, 0, 0, 0, 0, 0, 59
185, 7, 293, 45, 77, 10, 26, 54, 15, 0, 0, 0, 0, 0, 0, 66
185, 8, 236, 39, 44, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 57
185, 9, 223, 45, 64, 5, 0, 46, 15, 0, 0, 0, 0, 0, 0, 48
185, 10, 129, 51, 22, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0
185, 11, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
185, 12, 130, 48, 26, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0
185, 13, 126, 48, 22, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0
185, 16, 128, 51, 21, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0
185, 18, 123, 48, 17, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
185, 19, 125, 48, 21, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0
185, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
185, 21, 126, 51, 19, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0
185, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
185, 62, 74, 36, 20, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0
185, 63, 115, 57, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
185, 0, 607, 75, 238, 30, 22, 74, 60, 0, 0, 0, 0, 0, 0, 108
185, 1, 487, 66, 200, 30, 0, 64, 30, 0, 0, 0, 0, 0, 0, 97
186, 2, 364, 60, 79, 30, 30, 60, 0, 0, 0, 0, 0, 0, 0, 105
186, 3, 318, 54, 112, 10, 0, 54, 30, 0, 0, 0, 0, 0, 0, 58
186, 4, 465, 60, 161, 35, 22, 56, 45, 0, 0, 0, 0, 0, 0, 86
186, 5, 255, 54, 67, 5, 0, 56, 15, 0, 0, 0, 0, 0, 0, 58
186, 6, 304, 54, 98, 10, 14, 54, 15, 0, 0, 0, 0, 0, 0, 59
186, 7, 293, 45, 77, 10, 26, 54, 15, 0, 0, 0, 0, 0, 0, 66
186, 8, 236, 39, 44, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 57
186, 9, 223, 45, 64, 5, 0, 46, 15, 0, 0, 0, 0, 0, 0, 48
186, 10, 131, 51, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
186, 11, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
186, 12, 132, 48, 26, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
186, 13, 128, 48, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
186, 16, 130, 51, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
186, 18, 123, 48, 17, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
186, 19, 127, 48, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
186, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
186, 21, 128, 51, 19, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
186, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
186, 62, 67, 39, 8, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0
186, 63, 115, 57, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
186, 0, 612, 75, 241, 30, 22, 74, 60, 0, 0, 0, 0, 0, 0, 110
186, 1, 491, 66, 204, 30, 0, 64, 30, 0, 0, 0, 0, 0, 0, 97
187, 2, 365, 60, 80, 30, 30, 60, 0, 0, 0, 0, 0, 0, 0, 105
187, 3, 318, 54, 112, 10, 0, 54, 30, 0, 0, 0, 0, 0, 0, 58
187, 4, 464, 60, 160, 35, 22, 56, 45, 0, 0, 0, 0, 0, 0, 86
187, 5, 256, 54, 68, 5, 0, 56, 15, 0, 0, 0, 0, 0, 0, 58
187, 6, 304, 54, 98, 10, 14, 54, 15, 0, 0, 0, 0, 0, 0, 59
187, 7, 293, 45, 77, 10, 26, 54, 15, 0, 0, 0, 0, 0, 0, 66
187, 8, 236, 39, 44, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 57
187, 9, 223, 45, 64, 5, 0, 46, 15, 0, 0, 0, 0, 0, 0, 48
187, 10, 131, 51, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
187, 11, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
187, 12, 132, 48, 26, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
187, 13, 128, 48, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
187, 16, 130, 51, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
187, 18, 123, 48, 17, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
187, 19, 127, 48, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
187, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
187, 21, 128, 51, 19, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
187, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
187, 62, 74, 42, 8, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0
187, 63, 115, 57, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
187, 0, 619, 75, 246, 30, 22, 76, 60, 0, 0, 0, 0, 0, 0, 110
187, 1, 494, 66, 207, 30, 0, 64, 30, 0, 0, 0, 0, 0, 0, 97
188, 2, 368, 60, 81, 30, 30, 62, 0, 0, 0, 0, 0, 0, 0, 105
188, 3, 319, 54, 113, 10, 0, 54, 30, 0, 0, 0, 0, 0, 0, 58
188, 4, 470, 60, 164, 35, 22, 56, 45, 0, 0, 0, 0, 0, 0, 88
188, 5, 259, 57, 68, 5, 0, 56, 15, 0, 0, 0, 0, 0, 0, 58
188, 6, 304, 54, 98, 10, 14, 54, 15, 0, 0, 0, 0, 0, 0, 59
188, 7, 293, 45, 77, 10, 26, 54, 15, 0, 0, 0, 0, 0, 0, 66
188, 8, 236, 39, 44, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 57
188, 9, 223, 45, 64, 5, 0, 46, 15, 0, 0, 0, 0, 0, 0, 48
188, 10, 131, 51, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
188, 11, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
188, 12, 132, 48, 26, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
188, 13, 128, 48, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
188, 16, 130, 51, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
188, 18, 123, 48, 17, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
188, 19, 127, 48, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
188, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
188, 21, 128, 51, 19, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
188, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
188, 62, 81, 45, 8, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
188, 63, 115, 57, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
188, 0, 640, 75, 248, 30, 22, 76, 75, 0, 0, 0, 0, 0, 0, 114
188, 1, 500, 69, 208, 30, 0, 66, 30, 0, 0, 0, 0, 0, 0, 97
189, 2, 368, 60, 81, 30, 30, 62, 0, 0, 0, 0, 0, 0, 0, 105
189, 3, 325, 57, 115, 10, 0, 54, 30, 0, 0, 0, 0, 0, 0, 59
189, 4, 471, 60, 165, 35, 22, 56, 45, 0, 0, 0, 0, 0, 0, 88
189, 5, 256, 57, 65, 5, 0, 56, 15, 0, 0, 0, 0, 0, 0, 58
189, 6, 305, 54, 99, 10, 14, 54, 15, 0, 0, 0, 0, 0, 0, 59
189, 7, 293, 45, 77, 10, 26, 54, 15, 0, 0, 0, 0, 0, 0, 66
189, 8, 236, 39, 44, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 57
189, 9, 223, 45, 64, 5, 0, 46, 15, 0, 0, 0, 0, 0, 0, 48
189, 10, 131, 51, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
189, 11, 126, 51, 21, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
189, 12, 132, 48, 26, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
189, 13, 128, 48, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
189, 16, 131, 51, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
189, 18, 123, 48, 17, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
189, 19, 127, 48, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
189, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
189, 21, 128, 51, 19, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
189, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
189, 62, 86, 48, 8, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0
189, 63, 115, 57, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
189, 0, 640, 75, 248, 30, 22, 76, 75, 0, 0, 0, 0, 0, 0, 114
189, 1, 503, 69, 210, 30, 0, 66, 30, 0, 0, 0, 0, 0, 0, 98
190, 2, 368, 60, 81, 30, 30, 62, 0, 0, 0, 0, 0, 0, 0, 105
190, 3, 328, 57, 116, 10, 0, 56, 30, 0, 0, 0, 0, 0, 0, 59
190, 4, 474, 60, 167, 35, 22, 56, 45, 0, 0, 0, 0, 0, 0, 89
190, 5, 256, 57, 65, 5, 0, 56, 15, 0, 0, 0, 0, 0, 0, 58
190, 6, 307, 54, 99, 10, 14, 56, 15, 0, 0, 0, 0, 0, 0, 59
190, 7, 295, 45, 79, 10, 26, 54, 15, 0, 0, 0, 0, 0, 0, 66
190, 8, 235, 39, 43, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 57
190, 9, 223, 45, 64, 5, 0, 46, 15, 0, 0, 0, 0, 0, 0, 48
190, 10, 131, 51, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
190, 11, 128, 51, 23, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
190, 12, 132, 48, 26, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
190, 13, 128, 48, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
190, 16, 132, 51, 23, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
190, 18, 123, 48, 17, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
190, 19, 127, 48, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
190, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
190, 21, 128, 51, 19, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
190, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
190, 62, 91, 51, 8, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0
190, 63, 115, 57, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
190, 0, 647, 75, 250, 30, 24, 76, 75, 0, 0, 0, 0, 0, 0, 117
190, 1, 503, 69, 210, 30, 0, 66, 30, 0, 0, 0, 0, 0, 0, 98
191, 2, 368, 60, 81, 30, 30, 62, 0, 0, 0, 0, 0, 0, 0, 105
191, 3, 328, 57, 116, 10, 0, 56, 30, 0, 0, 0, 0, 0, 0, 59
191, 4, 480, 60, 173, 35, 22, 56, 45, 0, 0, 0, 0, 0, 0, 89
191, 5, 262, 57, 71, 5, 0, 56, 15, 0, 0, 0, 0, 0, 0, 58
191, 6, 307, 54, 99, 10, 14, 56, 15, 0, 0, 0, 0, 0, 0, 59
191, 7, 295, 45, 79, 10, 26, 54, 15, 0, 0, 0, 0, 0, 0, 66
191, 8, 235, 39, 43, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 57
191, 9, 223, 45, 64, 5, 0, 46, 15, 0, 0, 0, 0, 0, 0, 48
191, 10, 131, 51, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
191, 11, 128, 51, 23, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
191, 12, 132, 48, 26, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
191, 13, 128, 48, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
191, 16, 132, 51, 23, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
191, 18, 123, 48, 17, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
191, 19, 127, 48, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
191, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
191, 21, 128, 51, 19, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
191, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
191, 62, 96, 54, 8, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0
191, 63, 115, 57, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
191, 0, 653, 78, 251, 30, 24, 76, 75, 0, 0, 0, 0, 0, 0, 119
191, 1, 503, 69, 210, 30, 0, 66, 30, 0, 0, 0, 0, 0, 0, 98
192, 2, 368, 60, 81, 30, 30, 62, 0, 0, 0, 0, 0, 0, 0, 105
192, 3, 328, 57, 116, 10, 0, 56, 30, 0, 0, 0, 0, 0, 0, 59
192, 4, 481, 60, 174, 35, 22, 56, 45, 0, 0, 0, 0, 0, 0, 89
192, 5, 265, 57, 73, 5, 0, 56, 15, 0, 0, 0, 0, 0, 0, 59
192, 6, 305, 54, 99, 10, 12, 56, 15, 0, 0, 0, 0, 0, 0, 59
192, 7, 295, 45, 79, 10, 26, 54, 15, 0, 0, 0, 0, 0, 0, 66
192, 8, 235, 39, 43, 25, 0, 56, 15, 0, 0, 0, 0, 0, 0, 57
192, 9, 229, 48, 65, 5, 0, 48, 15, 0, 0, 0, 0, 0, 0, 48
192, 10, 131, 51, 22, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
192, 11, 128, 51, 23, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
192, 12, 132, 48, 26, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
192, 13, 129, 48, 23, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
192, 16, 132, 51, 23, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
192, 18, 123, 48, 17, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
192, 19, 127, 48, 21, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
192, 20, 122, 48, 20, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
192, 21, 128, 51, 19, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
192, 24, 129, 51, 24, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0
192, 62, 127, 54, 35, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0
192, 63, 115, 57, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0
192, 0, 656, 78, 252, 30, 24, 78, 75, 0, 0, 0, 0, 0, 0, 119
192, 1, 507, 69, 211, 30, 0, 68, 30, 0, 0, 0, 0, 0, 0, 99
193, 2, 368, 60, 81, 30, 30, 62, 0, 0, 0, 0, 0, 0, 0, 105
193, 3, 335, 57, 115, 15, 0, 56, 30, 0, 0, 0, 0, 0, 0, 62
193, 4, 485, 60, 176, 35, 22, 56, 45, 0, 0, 0, 0, 0, 0, 91
