Game Turn, Player, Action, Belief, City
199, 2, Adopt Religion, N/A, LOC_CITY_NAME_PIKUN_MAPU
199, 3, Adopt Religion, N/A, LOC_CITY_NAME_STIRLING
199, 3, Adopt Religion, N/A, LOC_CITY_NAME_CULLEN
199, 3, Adopt Religion, N/A, LOC_CITY_NAME_ROXBURGH
199, 3, Adopt Religion, N/A, LOC_CITY_NAME_CAGUANA
199, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMFRIES
199, 3, Adopt Religion, N/A, LOC_CITY_NAME_HADDINGTON
199, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMBARTON
199, 3, Adopt Religion, N/A, LOC_CITY_NAME_WIGTOWN
199, 3, Adopt Religion, N/A, LOC_CITY_NAME_EDINBURGH
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_BOGOTA
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_CARTAGENA_DE_INDIAS
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_PANAMA
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_QUITO
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUENCA
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_LOJA
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_GUAYAQUIL
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_CHICAGO
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUMANA
199, 4, Adopt Religion, N/A, LOC_CITY_NAME_MARACAIBO
199, 5, Adopt Religion, N/A, LOC_CITY_NAME_SPARTA
199, 5, Adopt Religion, N/A, LOC_CITY_NAME_ATHENS
199, 5, Adopt Religion, N/A, LOC_CITY_NAME_OLYMPIA
199, 5, Adopt Religion, N/A, LOC_CITY_NAME_KNOSSOS
199, 5, Adopt Religion, N/A, LOC_CITY_NAME_CORINTH
199, 6, Adopt Religion, N/A, LOC_CITY_NAME_WASHINGTON
199, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_YORK
199, 6, Adopt Religion, N/A, LOC_CITY_NAME_BOSTON
199, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_ORLEANS
199, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHARLESTON
199, 6, Adopt Religion, N/A, LOC_CITY_NAME_LOS_ANGELES
199, 6, Adopt Religion, N/A, LOC_CITY_NAME_PHILADELPHIA
199, 7, Adopt Religion, N/A, LOC_CITY_NAME_OTTAWA
199, 7, Adopt Religion, N/A, LOC_CITY_NAME_MONTREAL
199, 7, Adopt Religion, N/A, LOC_CITY_NAME_HAMILTON
199, 7, Adopt Religion, N/A, LOC_CITY_NAME_QUEBEC_CITY
199, 7, Adopt Religion, N/A, LOC_CITY_NAME_BRANTFORD
199, 8, Adopt Religion, N/A, LOC_CITY_NAME_BAKAVU
199, 9, Adopt Religion, N/A, LOC_CITY_NAME_MAJAPAHIT
199, 9, Adopt Religion, N/A, LOC_CITY_NAME_TUBAN
199, 9, Adopt Religion, N/A, LOC_CITY_NAME_BANJARMASIN
199, 9, Adopt Religion, N/A, LOC_CITY_NAME_JAKARTA
199, 10, Adopt Religion, N/A, LOC_CITY_NAME_CARDIFF
199, 11, Adopt Religion, N/A, LOC_CITY_NAME_KANDY
199, 12, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
199, 13, Adopt Religion, N/A, LOC_CITY_NAME_RAPA_NUI
199, 16, Adopt Religion, N/A, LOC_CITY_NAME_ARMAGH
199, 18, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
199, 19, Adopt Religion, N/A, LOC_CITY_NAME_SINGAPORE
199, 20, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
199, 21, Adopt Religion, N/A, LOC_CITY_NAME_LA_VENTA
199, 24, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
199, 62, Adopt Religion, N/A, LOC_CITY_NAME_SAINT_JOHN
205, 4, Add belief to LOC_RELIGION_CATHOLICISM, BELIEF_LAY_MINISTRY, N/A
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_NARANJO
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_PALENQUE_MAYA
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_YOKIB
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_CHICHEN_ITZA
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBWILA
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBUMBI
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_UXMAL
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_KWILA
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_VALLETTA
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBANZA_KONGO
205, 0, Adopt Religion, N/A, LOC_CITY_NAME_BAKAVU
205, 1, Adopt Religion, N/A, CROOKED THRONE
205, 1, Adopt Religion, N/A, Verrinok
205, 1, Adopt Religion, N/A, Green Vale
205, 1, Adopt Religion, N/A, Nerevos
205, 1, Adopt Religion, N/A, Velkor-Daro
205, 1, Adopt Religion, N/A, Great Plains
205, 1, Adopt Religion, N/A, Relos
205, 1, Adopt Religion, N/A, Crooked Mapu
205, 1, Adopt Religion, N/A, Bemaraha
205, 1, Adopt Religion, N/A, WEST Port
205, 2, Adopt Religion, N/A, LOC_CITY_NAME_NGULU_MAPU
205, 2, Adopt Religion, N/A, LOC_CITY_NAME_WENTE_MAPU
205, 2, Adopt Religion, N/A, LOC_CITY_NAME_PUEL_MAPU
205, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHADI_MAPU
205, 2, Adopt Religion, N/A, LOC_CITY_NAME_PIKUN_MAPU
205, 3, Adopt Religion, N/A, LOC_CITY_NAME_STIRLING
205, 3, Adopt Religion, N/A, LOC_CITY_NAME_CULLEN
205, 3, Adopt Religion, N/A, LOC_CITY_NAME_ROXBURGH
205, 3, Adopt Religion, N/A, LOC_CITY_NAME_CAGUANA
205, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMFRIES
205, 3, Adopt Religion, N/A, LOC_CITY_NAME_HADDINGTON
205, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMBARTON
205, 3, Adopt Religion, N/A, LOC_CITY_NAME_WIGTOWN
205, 3, Adopt Religion, N/A, LOC_CITY_NAME_EDINBURGH
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_BOGOTA
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_CARTAGENA_DE_INDIAS
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_PANAMA
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_QUITO
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUENCA
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_LOJA
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_GUAYAQUIL
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_CHICAGO
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUMANA
205, 4, Adopt Religion, N/A, LOC_CITY_NAME_MARACAIBO
205, 5, Adopt Religion, N/A, LOC_CITY_NAME_SPARTA
205, 5, Adopt Religion, N/A, LOC_CITY_NAME_ATHENS
205, 5, Adopt Religion, N/A, LOC_CITY_NAME_OLYMPIA
205, 5, Adopt Religion, N/A, LOC_CITY_NAME_KNOSSOS
205, 5, Adopt Religion, N/A, LOC_CITY_NAME_CORINTH
205, 6, Adopt Religion, N/A, LOC_CITY_NAME_WASHINGTON
205, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_YORK
205, 6, Adopt Religion, N/A, LOC_CITY_NAME_BOSTON
205, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_ORLEANS
205, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHARLESTON
205, 6, Adopt Religion, N/A, LOC_CITY_NAME_LOS_ANGELES
205, 6, Adopt Religion, N/A, LOC_CITY_NAME_PHILADELPHIA
205, 7, Adopt Religion, N/A, LOC_CITY_NAME_OTTAWA
205, 7, Adopt Religion, N/A, LOC_CITY_NAME_MONTREAL
205, 7, Adopt Religion, N/A, LOC_CITY_NAME_HAMILTON
205, 7, Adopt Religion, N/A, LOC_CITY_NAME_QUEBEC_CITY
205, 7, Adopt Religion, N/A, LOC_CITY_NAME_BRANTFORD
205, 7, Adopt Religion, N/A, LOC_CITY_NAME_KINGSTON
205, 9, Adopt Religion, N/A, LOC_CITY_NAME_MAJAPAHIT
205, 9, Adopt Religion, N/A, LOC_CITY_NAME_TUBAN
205, 9, Adopt Religion, N/A, LOC_CITY_NAME_BANJARMASIN
205, 10, Adopt Religion, N/A, LOC_CITY_NAME_CARDIFF
205, 11, Adopt Religion, N/A, LOC_CITY_NAME_KANDY
205, 12, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
205, 13, Adopt Religion, N/A, LOC_CITY_NAME_RAPA_NUI
205, 16, Adopt Religion, N/A, LOC_CITY_NAME_ARMAGH
205, 18, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
205, 19, Adopt Religion, N/A, LOC_CITY_NAME_SINGAPORE
205, 20, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
205, 21, Adopt Religion, N/A, LOC_CITY_NAME_LA_VENTA
205, 24, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
205, 62, Adopt Religion, N/A, LOC_CITY_NAME_SAINT_JOHN
