Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food
221, CIVILIZATION_CANADA, 6, 30, 32, 19, 0, 0, 0, 7, 99, 20, 210, 447, 86, 40, 69, 90, 95, 73
221, CIVILIZATION_INDONESIA, 4, 21, 28, 20, 0, 0, 0, 7, 59, 5, 384, 586, 46, 36, 61, 25, 45, 65
221, CIVILIZATION_CARDIFF, 1, 10, 32, 18, 1, 0, 0, 0, 12, 7, 203, 23, 6, 4, 8, 0, 7, 37
221, CIVILIZATION_KANDY, 1, 9, 32, 23, 4, 0, 0, 1, 13, 2, 0, 25, 5, 5, 9, 0, 3, 27
221, CIVILIZATION_LISBON, 1, 12, 32, 22, 0, 0, 0, 0, 14, 7, 1014, 1124, 8, 5, 24, 35, 3, 34
221, CIVILIZATION_RAPA_NUI, 1, 10, 32, 22, 5, 0, 0, 0, 13, 7, 491, 36, 6, 4, 20, 0, 2, 28
221, CIVILIZATION_ARMAGH, 1, 10, 32, 23, 0, 0, 0, 0, 12, 6, 269, 1094, 7, 4, 4, 20, 4, 23
221, CIVILIZATION_HATTUSA, 1, 6, 32, 22, 4, 0, 0, 0, 24, 9, 59, 0, 5, 4, 12, 0, 10, 15
221, CIVILIZATION_SINGAPORE, 1, 11, 32, 23, 5, 0, 0, 0, 11, 10, 0, 307, 6, 5, 11, 1, 6, 25
221, CIVILIZATION_BABYLON, 1, 11, 32, 16, 1, 0, 0, 0, 12, 6, 40, 0, 6, 3, 6, 0, 2, 30
221, CIVILIZATION_LA_VENTA, 1, 8, 32, 17, 2, 0, 0, 0, 13, 5, 90, 3546, 7, 4, 10, 48, 3, 20
221, CIVILIZATION_JERUSALEM, 1, 9, 32, 23, 4, 0, 0, 0, 12, 8, 0, 13524, 7, 5, 8, 119, 8, 19
221, CIVILIZATION_FREE_CITIES, 2, 8, 32, 20, 4, 0, 0, 0, 18, 1, 0, 0, 2, 1, 1, 0, 4, 23
221, CIVILIZATION_MAYA, 12, 117, 47, 29, 8, 2, 0, 0, 221, 57, 3715, 3652, 236, 116, 302, 143, 430, 335
221, CIVILIZATION_EGYPT, 10, 81, 41, 29, 11, 0, 0, 1, 206, 53, 6680, 2019, 164, 133, 532, 49, 312, 224
222, CIVILIZATION_MAPUCHE, 5, 34, 34, 21, 0, 0, 0, 0, 69, 10, 0, 384, 73, 46, 17, 12, 75, 88
222, CIVILIZATION_SCOTLAND, 9, 41, 31, 20, 4, 0, 0, 0, 121, 19, 99, 1386, 77, 47, 27, 45, 92, 107
222, CIVILIZATION_GRAN_COLOMBIA, 10, 59, 33, 23, 5, 0, 0, 0, 134, 22, 28, 168, 84, 56, 61, 74, 156, 163
222, CIVILIZATION_GREECE, 5, 20, 31, 20, 3, 0, 0, 0, 70, 7, 280, 169, 85, 32, 69, 7, 71, 50
222, CIVILIZATION_AMERICA, 8, 46, 32, 20, 1, 0, 0, 1, 122, 28, 0, 746, 60, 34, 32, 23, 113, 133
222, CIVILIZATION_CANADA, 6, 30, 32, 19, 0, 0, 0, 7, 99, 20, 134, 168, 85, 42, 71, 101, 96, 75
222, CIVILIZATION_INDONESIA, 4, 21, 28, 20, 0, 0, 0, 7, 59, 5, 0, 611, 46, 36, 61, 25, 45, 65
222, CIVILIZATION_CARDIFF, 1, 10, 32, 19, 1, 0, 0, 0, 12, 7, 207, 24, 6, 4, 8, 0, 7, 37
222, CIVILIZATION_KANDY, 1, 9, 32, 23, 4, 0, 0, 1, 13, 2, 0, 26, 5, 5, 9, 0, 3, 27
222, CIVILIZATION_LISBON, 1, 12, 32, 22, 0, 0, 0, 0, 14, 7, 1038, 1159, 8, 5, 24, 35, 3, 34
222, CIVILIZATION_RAPA_NUI, 1, 10, 32, 22, 5, 0, 0, 0, 13, 7, 496, 36, 6, 4, 20, 0, 2, 28
222, CIVILIZATION_ARMAGH, 1, 11, 32, 23, 0, 0, 0, 0, 12, 6, 276, 1114, 7, 5, 11, 20, 5, 27
222, CIVILIZATION_HATTUSA, 1, 6, 32, 22, 4, 0, 0, 0, 24, 9, 56, 0, 5, 4, 12, 0, 10, 15
222, CIVILIZATION_SINGAPORE, 1, 11, 32, 23, 5, 0, 0, 0, 11, 10, 0, 308, 6, 5, 11, 1, 6, 25
222, CIVILIZATION_BABYLON, 1, 11, 32, 17, 1, 0, 0, 0, 12, 6, 41, 0, 6, 3, 6, 0, 3, 30
222, CIVILIZATION_LA_VENTA, 1, 8, 32, 18, 2, 0, 0, 0, 13, 5, 85, 3594, 6, 4, 4, 47, 3, 20
222, CIVILIZATION_JERUSALEM, 1, 9, 32, 23, 4, 0, 0, 0, 12, 8, 0, 13643, 7, 5, 8, 119, 8, 19
222, CIVILIZATION_FREE_CITIES, 1, 5, 33, 20, 4, 0, 0, 0, 7, 1, 0, 0, 2, 1, 1, 0, 4, 16
222, CIVILIZATION_MAYA, 12, 117, 49, 29, 8, 2, 0, 0, 224, 59, 3908, 3798, 245, 123, 308, 145, 465, 339
222, CIVILIZATION_EGYPT, 10, 82, 41, 29, 11, 0, 0, 1, 208, 53, 7412, 2068, 166, 134, 556, 49, 313, 229
223, CIVILIZATION_MAPUCHE, 5, 34, 34, 21, 0, 0, 0, 0, 69, 10, 0, 396, 73, 46, 17, 12, 75, 88
223, CIVILIZATION_SCOTLAND, 9, 41, 31, 20, 4, 0, 0, 0, 121, 19, 96, 1434, 78, 47, 27, 48, 103, 103
223, CIVILIZATION_GRAN_COLOMBIA, 10, 59, 33, 23, 5, 0, 0, 0, 135, 22, 28, 243, 84, 56, 61, 74, 155, 163
223, CIVILIZATION_GREECE, 5, 20, 31, 20, 3, 0, 0, 0, 71, 7, 0, 177, 85, 32, 69, 7, 71, 50
223, CIVILIZATION_AMERICA, 8, 46, 32, 20, 1, 0, 0, 1, 123, 28, 0, 770, 64, 34, 32, 23, 111, 131
223, CIVILIZATION_CANADA, 6, 30, 32, 19, 0, 0, 0, 6, 99, 20, 1, 279, 88, 44, 77, 110, 96, 69
223, CIVILIZATION_INDONESIA, 4, 21, 28, 20, 0, 0, 0, 7, 59, 5, 0, 37, 46, 36, 61, 25, 45, 65
223, CIVILIZATION_CARDIFF, 1, 10, 32, 20, 1, 0, 0, 0, 12, 7, 210, 24, 6, 4, 8, 0, 7, 37
223, CIVILIZATION_KANDY, 1, 9, 32, 23, 4, 0, 0, 1, 13, 2, 0, 27, 5, 5, 9, 0, 3, 27
223, CIVILIZATION_LISBON, 1, 12, 32, 22, 0, 0, 0, 0, 14, 7, 1062, 1195, 8, 5, 24, 35, 3, 34
223, CIVILIZATION_RAPA_NUI, 1, 10, 32, 22, 5, 0, 0, 0, 13, 7, 501, 37, 6, 4, 20, 0, 2, 28
223, CIVILIZATION_ARMAGH, 1, 11, 32, 23, 0, 0, 0, 0, 12, 6, 283, 1135, 7, 5, 11, 20, 5, 27
223, CIVILIZATION_HATTUSA, 1, 6, 32, 22, 4, 0, 0, 0, 24, 9, 52, 0, 5, 4, 12, 0, 10, 15
223, CIVILIZATION_SINGAPORE, 1, 11, 32, 23, 5, 0, 0, 0, 11, 10, 0, 310, 6, 5, 11, 1, 6, 25
223, CIVILIZATION_BABYLON, 1, 11, 32, 18, 1, 0, 0, 0, 12, 6, 42, 0, 6, 3, 6, 0, 3, 30
223, CIVILIZATION_LA_VENTA, 1, 8, 32, 19, 2, 0, 0, 0, 13, 5, 85, 3642, 7, 4, 10, 48, 3, 20
223, CIVILIZATION_JERUSALEM, 1, 9, 32, 23, 4, 0, 0, 0, 12, 8, 0, 13762, 7, 5, 8, 119, 8, 19
223, CIVILIZATION_FREE_CITIES, 1, 5, 33, 20, 4, 0, 0, 0, 7, 1, 0, 0, 2, 1, 1, 0, 4, 16
223, CIVILIZATION_MAYA, 12, 119, 49, 30, 8, 2, 0, 0, 225, 59, 4115, 3943, 253, 124, 289, 145, 462, 338
223, CIVILIZATION_EGYPT, 10, 82, 41, 29, 11, 0, 0, 1, 209, 53, 8258, 2115, 164, 136, 528, 47, 304, 229
224, CIVILIZATION_MAPUCHE, 5, 34, 34, 21, 0, 0, 0, 0, 69, 11, 0, 408, 73, 46, 17, 12, 77, 88
224, CIVILIZATION_SCOTLAND, 9, 42, 31, 20, 4, 0, 0, 0, 122, 19, 92, 60, 77, 47, 27, 45, 94, 108
224, CIVILIZATION_GRAN_COLOMBIA, 10, 61, 34, 23, 5, 0, 0, 0, 135, 20, 28, 318, 85, 57, 62, 74, 157, 159
224, CIVILIZATION_GREECE, 5, 20, 32, 20, 3, 0, 0, 0, 72, 7, 1, 184, 85, 32, 69, 7, 71, 50
224, CIVILIZATION_AMERICA, 8, 47, 32, 20, 1, 0, 0, 1, 123, 28, 0, 794, 61, 35, 32, 23, 115, 135
224, CIVILIZATION_CANADA, 6, 30, 32, 20, 0, 0, 0, 6, 100, 20, 2, 390, 88, 44, 79, 111, 98, 75
224, CIVILIZATION_INDONESIA, 4, 21, 28, 20, 0, 0, 0, 7, 59, 4, 0, 62, 47, 36, 61, 25, 43, 64
224, CIVILIZATION_CARDIFF, 1, 10, 32, 21, 1, 0, 0, 0, 12, 7, 214, 25, 6, 4, 8, 0, 7, 37
224, CIVILIZATION_KANDY, 1, 9, 32, 23, 4, 0, 0, 1, 13, 2, 0, 27, 5, 5, 9, 0, 3, 27
224, CIVILIZATION_LISBON, 1, 12, 32, 22, 0, 0, 0, 0, 14, 7, 1086, 1231, 8, 5, 24, 35, 3, 35
224, CIVILIZATION_RAPA_NUI, 1, 10, 32, 22, 5, 0, 0, 0, 13, 7, 506, 38, 6, 4, 20, 0, 2, 28
224, CIVILIZATION_ARMAGH, 1, 11, 33, 23, 0, 0, 0, 0, 12, 6, 291, 1156, 7, 5, 11, 20, 5, 27
224, CIVILIZATION_HATTUSA, 1, 6, 33, 22, 4, 0, 0, 0, 24, 10, 49, 0, 5, 4, 12, 0, 10, 17
224, CIVILIZATION_SINGAPORE, 1, 11, 32, 23, 5, 0, 0, 0, 11, 10, 0, 311, 6, 5, 11, 1, 6, 25
224, CIVILIZATION_BABYLON, 1, 11, 32, 19, 1, 0, 0, 0, 12, 6, 43, 0, 6, 3, 6, 0, 3, 30
224, CIVILIZATION_LA_VENTA, 1, 8, 33, 20, 2, 0, 0, 0, 13, 5, 86, 3691, 7, 4, 10, 48, 3, 20
224, CIVILIZATION_JERUSALEM, 1, 9, 32, 23, 4, 0, 0, 0, 12, 8, 0, 13881, 7, 5, 8, 119, 8, 19
224, CIVILIZATION_FREE_CITIES, 1, 5, 33, 20, 4, 0, 0, 0, 7, 1, 0, 0, 2, 1, 1, 0, 4, 16
224, CIVILIZATION_MAYA, 12, 119, 49, 30, 8, 2, 0, 0, 225, 60, 4292, 4090, 258, 129, 299, 146, 473, 338
224, CIVILIZATION_EGYPT, 11, 83, 42, 29, 11, 0, 0, 1, 218, 53, 8567, 2164, 173, 138, 564, 49, 313, 233
225, CIVILIZATION_MAPUCHE, 5, 34, 34, 21, 0, 0, 0, 0, 70, 11, 0, 420, 73, 46, 17, 18, 78, 88
225, CIVILIZATION_SCOTLAND, 9, 43, 31, 20, 4, 0, 0, 0, 123, 19, 89, 109, 80, 52, 27, 48, 106, 105
225, CIVILIZATION_GRAN_COLOMBIA, 10, 61, 34, 23, 5, 0, 0, 0, 137, 20, 1, 392, 88, 57, 64, 74, 156, 159
225, CIVILIZATION_GREECE, 5, 20, 33, 20, 3, 0, 0, 0, 72, 7, 1, 191, 85, 32, 69, 7, 71, 50
225, CIVILIZATION_AMERICA, 8, 47, 32, 20, 1, 0, 0, 1, 123, 28, 0, 817, 65, 35, 32, 23, 113, 133
225, CIVILIZATION_CANADA, 6, 31, 32, 20, 0, 0, 0, 6, 101, 20, 1, 505, 89, 45, 78, 114, 98, 71
225, CIVILIZATION_INDONESIA, 4, 21, 28, 20, 0, 0, 0, 7, 60, 4, 0, 88, 47, 36, 61, 25, 43, 64
225, CIVILIZATION_CARDIFF, 1, 11, 33, 22, 1, 0, 0, 0, 12, 7, 218, 26, 6, 5, 9, 0, 7, 37
225, CIVILIZATION_KANDY, 1, 9, 33, 23, 4, 0, 0, 1, 13, 2, 0, 28, 5, 5, 9, 0, 3, 27
225, CIVILIZATION_LISBON, 1, 12, 32, 22, 0, 0, 0, 0, 14, 7, 1110, 1267, 8, 5, 24, 35, 3, 35
225, CIVILIZATION_RAPA_NUI, 1, 10, 33, 22, 5, 0, 0, 0, 13, 7, 515, 39, 6, 4, 25, 0, 2, 28
225, CIVILIZATION_ARMAGH, 1, 11, 33, 23, 0, 0, 0, 0, 12, 6, 298, 1177, 7, 5, 11, 20, 5, 27
225, CIVILIZATION_HATTUSA, 1, 7, 33, 22, 4, 0, 0, 0, 24, 10, 46, 0, 5, 4, 12, 0, 11, 18
225, CIVILIZATION_SINGAPORE, 1, 11, 33, 23, 5, 0, 0, 0, 11, 10, 0, 313, 6, 5, 11, 1, 6, 25
225, CIVILIZATION_BABYLON, 1, 11, 33, 20, 1, 0, 0, 0, 12, 6, 44, 0, 6, 3, 6, 0, 3, 30
225, CIVILIZATION_LA_VENTA, 1, 8, 33, 21, 2, 0, 0, 0, 13, 5, 87, 3739, 7, 4, 10, 48, 3, 20
225, CIVILIZATION_JERUSALEM, 1, 9, 33, 23, 4, 0, 0, 0, 12, 8, 0, 14000, 7, 5, 8, 119, 8, 19
225, CIVILIZATION_FREE_CITIES, 1, 5, 34, 20, 4, 0, 0, 0, 7, 1, 0, 0, 2, 1, 1, 0, 4, 16
225, CIVILIZATION_MAYA, 12, 119, 49, 30, 8, 2, 0, 0, 226, 62, 4482, 4240, 270, 136, 316, 150, 482, 341
225, CIVILIZATION_EGYPT, 11, 85, 42, 29, 11, 0, 0, 1, 218, 53, 9036, 2212, 172, 136, 540, 48, 316, 239
226, CIVILIZATION_MAPUCHE, 5, 34, 34, 21, 0, 0, 0, 0, 70, 11, 0, 438, 73, 46, 17, 18, 78, 88
226, CIVILIZATION_SCOTLAND, 9, 43, 31, 20, 4, 0, 0, 0, 123, 19, 83, 154, 79, 53, 27, 45, 99, 109
226, CIVILIZATION_GRAN_COLOMBIA, 10, 61, 34, 23, 5, 0, 0, 0, 137, 20, 1, 467, 88, 57, 64, 74, 156, 159
226, CIVILIZATION_GREECE, 5, 20, 33, 20, 3, 0, 0, 0, 72, 7, 3, 198, 89, 32, 71, 7, 71, 50
226, CIVILIZATION_AMERICA, 8, 47, 32, 20, 1, 0, 0, 1, 123, 28, 0, 841, 61, 35, 31, 23, 115, 135
226, CIVILIZATION_CANADA, 6, 30, 32, 20, 0, 0, 0, 6, 102, 20, 12, 184, 88, 44, 79, 109, 100, 72
226, CIVILIZATION_INDONESIA, 4, 21, 28, 20, 0, 0, 0, 7, 60, 4, 4, 114, 47, 36, 61, 25, 43, 64
226, CIVILIZATION_CARDIFF, 1, 11, 34, 23, 1, 0, 0, 0, 12, 7, 223, 27, 6, 5, 9, 0, 7, 37
226, CIVILIZATION_KANDY, 1, 9, 34, 23, 4, 0, 0, 1, 13, 2, 0, 29, 5, 5, 9, 0, 3, 27
226, CIVILIZATION_LISBON, 1, 12, 32, 22, 0, 0, 0, 0, 14, 7, 1134, 1303, 8, 5, 24, 35, 3, 35
226, CIVILIZATION_RAPA_NUI, 1, 11, 34, 22, 5, 0, 0, 0, 13, 7, 525, 40, 6, 5, 26, 0, 2, 28
226, CIVILIZATION_ARMAGH, 1, 11, 34, 23, 0, 0, 0, 0, 12, 6, 305, 1198, 7, 5, 11, 20, 5, 27
226, CIVILIZATION_HATTUSA, 1, 7, 34, 22, 4, 0, 0, 0, 24, 10, 42, 0, 5, 4, 12, 0, 11, 18
226, CIVILIZATION_SINGAPORE, 1, 11, 34, 23, 5, 0, 0, 0, 11, 10, 0, 315, 6, 5, 11, 1, 6, 25
226, CIVILIZATION_BABYLON, 1, 11, 34, 21, 1, 0, 0, 0, 12, 6, 45, 0, 6, 3, 6, 0, 3, 30
226, CIVILIZATION_LA_VENTA, 1, 8, 34, 22, 2, 0, 0, 0, 13, 5, 88, 3788, 7, 4, 10, 48, 3, 20
226, CIVILIZATION_JERUSALEM, 1, 9, 34, 23, 4, 0, 0, 0, 12, 8, 0, 14119, 7, 5, 8, 119, 8, 19
226, CIVILIZATION_FREE_CITIES, 1, 5, 35, 20, 4, 0, 0, 0, 7, 1, 0, 0, 2, 1, 1, 0, 4, 16
226, CIVILIZATION_MAYA, 12, 120, 49, 31, 8, 2, 0, 0, 226, 62, 4843, 1842, 274, 145, 292, 151, 485, 336
226, CIVILIZATION_EGYPT, 11, 85, 42, 29, 11, 0, 0, 1, 219, 54, 9306, 2260, 174, 139, 524, 48, 320, 232
227, CIVILIZATION_MAPUCHE, 5, 34, 34, 21, 0, 0, 0, 0, 71, 11, 0, 457, 73, 46, 17, 18, 78, 88
227, CIVILIZATION_SCOTLAND, 9, 43, 31, 20, 4, 0, 0, 0, 125, 19, 77, 203, 80, 54, 27, 48, 110, 105
227, CIVILIZATION_GRAN_COLOMBIA, 10, 62, 34, 23, 5, 0, 0, 0, 137, 20, 2, 545, 88, 57, 64, 77, 156, 159
227, CIVILIZATION_GREECE, 5, 20, 33, 20, 3, 0, 0, 0, 72, 7, 5, 208, 89, 32, 71, 11, 71, 50
227, CIVILIZATION_AMERICA, 8, 47, 32, 20, 1, 0, 0, 1, 123, 28, 5, 865, 70, 38, 34, 24, 121, 133
227, CIVILIZATION_CANADA, 6, 30, 32, 20, 0, 0, 0, 6, 102, 20, 11, 299, 89, 45, 78, 114, 97, 69
227, CIVILIZATION_INDONESIA, 4, 22, 28, 20, 0, 0, 0, 7, 60, 4, 5, 139, 48, 36, 62, 25, 45, 66
227, CIVILIZATION_CARDIFF, 1, 11, 34, 23, 1, 0, 0, 0, 12, 7, 227, 28, 6, 5, 9, 0, 7, 37
227, CIVILIZATION_KANDY, 1, 9, 34, 23, 4, 0, 0, 0, 13, 2, 0, 30, 5, 5, 9, 0, 3, 27
227, CIVILIZATION_LISBON, 1, 12, 32, 22, 0, 0, 0, 0, 14, 7, 1158, 1338, 8, 5, 24, 35, 3, 35
227, CIVILIZATION_RAPA_NUI, 1, 11, 34, 22, 5, 0, 0, 0, 13, 7, 535, 40, 6, 5, 26, 0, 2, 28
227, CIVILIZATION_ARMAGH, 1, 11, 34, 23, 0, 0, 0, 0, 12, 6, 312, 1218, 7, 5, 11, 20, 5, 27
227, CIVILIZATION_HATTUSA, 1, 7, 34, 22, 4, 0, 0, 0, 24, 10, 39, 0, 5, 4, 12, 0, 11, 18
227, CIVILIZATION_SINGAPORE, 1, 11, 34, 23, 5, 0, 0, 0, 11, 10, 0, 316, 6, 5, 11, 1, 6, 25
227, CIVILIZATION_BABYLON, 1, 11, 34, 22, 1, 0, 0, 0, 12, 6, 46, 0, 6, 3, 6, 0, 3, 30
227, CIVILIZATION_LA_VENTA, 1, 8, 34, 23, 2, 0, 0, 0, 13, 5, 89, 3836, 7, 4, 10, 48, 3, 20
227, CIVILIZATION_JERUSALEM, 1, 9, 34, 23, 4, 0, 0, 0, 12, 8, 0, 14238, 7, 5, 8, 119, 8, 19
227, CIVILIZATION_FREE_CITIES, 1, 5, 35, 20, 4, 0, 0, 0, 7, 1, 0, 0, 2, 1, 1, 0, 4, 16
227, CIVILIZATION_MAYA, 12, 120, 50, 31, 8, 2, 0, 0, 228, 62, 4112, 1995, 249, 147, 347, 153, 461, 344
227, CIVILIZATION_EGYPT, 11, 86, 42, 29, 11, 0, 0, 1, 219, 54, 9790, 2308, 177, 140, 595, 48, 329, 242
228, CIVILIZATION_MAPUCHE, 5, 33, 34, 22, 6, 0, 0, 0, 73, 10, 0, 474, 75, 42, 19, 17, 71, 85
228, CIVILIZATION_SCOTLAND, 9, 43, 31, 20, 4, 0, 0, 0, 125, 19, 72, 249, 79, 54, 27, 45, 99, 109
228, CIVILIZATION_GRAN_COLOMBIA, 10, 61, 34, 23, 5, 0, 0, 0, 137, 20, 3, 623, 84, 56, 64, 77, 155, 160
228, CIVILIZATION_GREECE, 5, 20, 33, 20, 2, 0, 0, 0, 72, 7, 9, 69, 89, 32, 71, 11, 71, 50
228, CIVILIZATION_AMERICA, 8, 47, 32, 20, 1, 0, 0, 1, 123, 28, 0, 889, 61, 35, 31, 23, 115, 135
228, CIVILIZATION_CANADA, 6, 30, 32, 20, 0, 0, 0, 6, 102, 20, 12, 408, 89, 45, 80, 114, 100, 72
228, CIVILIZATION_INDONESIA, 4, 22, 28, 20, 0, 0, 0, 9, 60, 4, 0, 163, 44, 33, 58, 23, 43, 66
228, CIVILIZATION_CARDIFF, 1, 11, 34, 23, 1, 0, 0, 0, 12, 7, 231, 28, 6, 5, 9, 0, 7, 37
228, CIVILIZATION_KANDY, 1, 9, 34, 23, 4, 0, 0, 0, 13, 2, 0, 31, 5, 5, 9, 0, 3, 27
228, CIVILIZATION_LISBON, 1, 12, 32, 22, 0, 0, 0, 0, 14, 7, 1182, 1374, 8, 5, 24, 35, 3, 35
228, CIVILIZATION_RAPA_NUI, 1, 11, 34, 22, 5, 0, 0, 0, 13, 7, 545, 41, 6, 5, 26, 0, 2, 28
228, CIVILIZATION_ARMAGH, 1, 11, 34, 23, 0, 0, 0, 0, 12, 6, 319, 1239, 7, 5, 11, 20, 5, 27
228, CIVILIZATION_HATTUSA, 1, 7, 34, 22, 4, 0, 0, 0, 24, 10, 35, 0, 5, 4, 12, 0, 11, 18
228, CIVILIZATION_SINGAPORE, 1, 11, 34, 23, 5, 0, 0, 0, 11, 10, 0, 318, 6, 5, 11, 1, 6, 25
228, CIVILIZATION_BABYLON, 1, 11, 34, 23, 1, 0, 0, 0, 12, 6, 47, 0, 6, 3, 6, 0, 3, 30
228, CIVILIZATION_LA_VENTA, 1, 8, 34, 23, 2, 0, 0, 0, 13, 5, 73, 3884, 7, 4, 10, 48, 3, 20
228, CIVILIZATION_JERUSALEM, 1, 9, 34, 23, 4, 0, 0, 0, 12, 8, 0, 14357, 7, 5, 8, 119, 8, 19
228, CIVILIZATION_FREE_CITIES, 1, 5, 35, 20, 4, 0, 0, 0, 7, 1, 0, 0, 2, 1, 1, 0, 4, 16
228, CIVILIZATION_MAYA, 12, 120, 50, 31, 6, 4, 0, 0, 228, 62, 4327, 2148, 256, 147, 346, 153, 461, 344
228, CIVILIZATION_EGYPT, 11, 86, 43, 30, 11, 0, 0, 1, 222, 56, 10018, 2356, 175, 136, 563, 48, 326, 245
229, CIVILIZATION_MAPUCHE, 5, 33, 34, 22, 5, 1, 0, 0, 73, 10, 0, 494, 75, 42, 19, 21, 68, 88
229, CIVILIZATION_SCOTLAND, 9, 44, 32, 20, 4, 0, 0, 0, 126, 19, 66, 298, 81, 54, 27, 48, 111, 108
229, CIVILIZATION_GRAN_COLOMBIA, 10, 61, 34, 23, 4, 0, 0, 0, 138, 20, 7, 150, 84, 56, 64, 77, 156, 161
229, CIVILIZATION_GREECE, 5, 20, 33, 20, 2, 0, 0, 0, 72, 7, 14, 80, 89, 32, 71, 11, 71, 50
229, CIVILIZATION_AMERICA, 8, 48, 32, 20, 1, 0, 0, 1, 123, 28, 0, 913, 65, 35, 31, 23, 115, 134
229, CIVILIZATION_CANADA, 6, 30, 33, 20, 0, 0, 0, 6, 102, 20, 14, 529, 90, 46, 79, 120, 97, 69
229, CIVILIZATION_INDONESIA, 4, 22, 28, 20, 0, 0, 0, 8, 61, 4, 0, 187, 46, 33, 58, 23, 43, 66
229, CIVILIZATION_CARDIFF, 1, 11, 34, 23, 1, 0, 0, 0, 12, 7, 235, 29, 6, 5, 9, 0, 7, 37
229, CIVILIZATION_KANDY, 1, 9, 34, 23, 4, 0, 0, 0, 13, 2, 0, 31, 5, 5, 9, 0, 3, 27
229, CIVILIZATION_LISBON, 1, 12, 32, 22, 0, 0, 0, 0, 14, 7, 1206, 1410, 8, 5, 24, 35, 3, 35
