Game Turn, Player, Score, CATEGORY_CIVICS, CATEGORY_EMPIRE, CATEGORY_GREAT_PEOPLE, CATEGORY_RELIGION, CATEGORY_TECH, CATEGORY_WONDER, CATEGORY_TRADE, CATEGORY_PILLAGE, CATEGORY_INCOME, CATEGORY_SCENARIO1, CATEGORY_SCENARIO2, CATEGORY_SCENARIO3, CATEGORY_E
67, 4, 119, 15, 28, 10, 10, 12, 15, 0, 0, 0, 0, 0, 0, 29
67, 5, 67, 15, 25, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 15
67, 6, 49, 12, 17, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 10
67, 7, 53, 15, 14, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12
67, 8, 77, 15, 35, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 9
67, 9, 60, 15, 19, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 14
67, 10, 46, 18, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
67, 11, 41, 18, 13, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0
67, 12, 38, 18, 12, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0
67, 13, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
67, 14, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
67, 15, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
67, 16, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
67, 17, 34, 12, 10, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
67, 18, 41, 18, 11, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
67, 19, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
67, 20, 45, 18, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
67, 21, 44, 18, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
67, 22, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
67, 23, 42, 18, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
67, 24, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
67, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
67, 63, 31, 15, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0
67, 0, 78, 12, 33, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 19
67, 1, 79, 18, 26, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 21
68, 2, 107, 18, 41, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 30
68, 3, 72, 18, 26, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 12
68, 4, 119, 15, 28, 10, 10, 12, 15, 0, 0, 0, 0, 0, 0, 29
68, 5, 72, 15, 26, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 17
68, 6, 49, 12, 17, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 10
68, 7, 53, 15, 14, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12
68, 8, 77, 15, 35, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 9
68, 9, 60, 15, 19, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 14
68, 10, 49, 21, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
68, 11, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
68, 12, 38, 18, 12, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0
68, 13, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
68, 14, 50, 21, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
68, 15, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
68, 16, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
68, 17, 35, 12, 11, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
68, 18, 41, 18, 11, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
68, 19, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
68, 20, 45, 18, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
68, 21, 44, 18, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
68, 22, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
68, 23, 42, 18, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
68, 24, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
68, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
68, 63, 31, 15, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0
68, 0, 78, 12, 33, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 19
68, 1, 84, 21, 26, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 21
69, 2, 109, 18, 41, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 30
69, 3, 74, 18, 27, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 13
69, 4, 120, 15, 29, 10, 10, 12, 15, 0, 0, 0, 0, 0, 0, 29
69, 5, 72, 15, 26, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 17
69, 6, 50, 12, 17, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 11
69, 7, 55, 15, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 12
69, 8, 76, 15, 34, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 9
69, 9, 60, 15, 19, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 14
69, 10, 49, 21, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
69, 11, 48, 21, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
69, 12, 38, 18, 12, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0
69, 13, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
69, 14, 50, 21, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
69, 15, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
69, 16, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
69, 17, 35, 12, 11, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
69, 18, 41, 18, 11, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
69, 19, 46, 21, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
69, 20, 45, 18, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
69, 21, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
69, 22, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
69, 23, 45, 21, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
69, 24, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
69, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
69, 63, 33, 15, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0
69, 0, 83, 15, 33, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 21
69, 1, 85, 21, 26, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 22
70, 2, 109, 18, 41, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 30
70, 3, 74, 18, 27, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 13
70, 4, 123, 15, 29, 10, 10, 14, 15, 0, 0, 0, 0, 0, 0, 30
70, 5, 72, 15, 26, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 17
70, 6, 50, 12, 17, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 11
70, 7, 64, 15, 20, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 15
70, 8, 76, 15, 34, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 9
70, 9, 62, 15, 19, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 14
70, 10, 49, 21, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
70, 11, 48, 21, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
70, 12, 39, 18, 13, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0
70, 13, 46, 21, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
70, 14, 50, 21, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
70, 15, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
70, 16, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
70, 17, 36, 12, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
70, 18, 44, 21, 11, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
70, 19, 46, 21, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
70, 20, 45, 18, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
70, 21, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
70, 22, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
70, 23, 45, 21, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
70, 24, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
70, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
70, 63, 33, 15, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0
70, 0, 85, 15, 33, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 21
70, 1, 88, 24, 26, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 22
71, 2, 113, 21, 42, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 30
71, 3, 74, 18, 27, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 13
71, 4, 122, 15, 28, 10, 10, 14, 15, 0, 0, 0, 0, 0, 0, 30
71, 5, 75, 15, 26, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 18
71, 6, 56, 12, 23, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 11
71, 7, 65, 15, 20, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 16
71, 8, 80, 15, 35, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 10
71, 9, 63, 15, 19, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 15
71, 10, 49, 21, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
71, 11, 49, 21, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
71, 12, 42, 21, 13, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0
71, 13, 46, 21, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
71, 14, 50, 21, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
71, 15, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
71, 16, 50, 21, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
71, 17, 36, 12, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
71, 18, 44, 21, 11, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
71, 19, 46, 21, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
71, 20, 45, 18, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
71, 21, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
71, 22, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
71, 23, 45, 21, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
71, 24, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
71, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
71, 63, 33, 15, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0
71, 0, 85, 15, 33, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 21
71, 1, 88, 24, 26, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 22
72, 2, 113, 21, 42, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 30
72, 3, 74, 18, 27, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 13
72, 4, 122, 15, 28, 10, 10, 14, 15, 0, 0, 0, 0, 0, 0, 30
72, 5, 76, 15, 27, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 18
72, 6, 57, 12, 24, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 11
72, 7, 66, 15, 21, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 16
72, 8, 81, 15, 35, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 11
72, 9, 63, 15, 19, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 15
72, 10, 49, 21, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
72, 11, 49, 21, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
72, 12, 42, 21, 13, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0
72, 13, 46, 21, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
72, 14, 50, 21, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
72, 15, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
72, 16, 50, 21, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
72, 17, 36, 12, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
72, 18, 44, 21, 11, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
72, 19, 46, 21, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
72, 20, 45, 18, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
72, 21, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
72, 22, 43, 18, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
72, 23, 45, 21, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
72, 24, 47, 18, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
72, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
72, 63, 33, 15, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0
72, 0, 90, 15, 38, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 21
72, 1, 93, 24, 28, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 23
73, 2, 114, 21, 41, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 30
73, 3, 77, 21, 27, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 13
73, 4, 126, 15, 28, 10, 10, 14, 15, 0, 0, 0, 0, 0, 0, 34
73, 5, 81, 18, 27, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 20
73, 6, 58, 12, 24, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 12
73, 7, 66, 15, 21, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 16
73, 8, 88, 15, 41, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 12
73, 9, 63, 15, 19, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 15
73, 10, 49, 21, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
73, 11, 51, 21, 14, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0
73, 12, 44, 21, 13, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0
73, 13, 46, 21, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
73, 14, 51, 21, 16, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
73, 15, 47, 21, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
73, 16, 50, 21, 15, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
73, 17, 36, 12, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
73, 18, 44, 21, 11, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
73, 19, 46, 21, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
73, 20, 45, 18, 13, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0
