Game Turn, Player, BY TYPE: Tiles, Buildings, Districts, Population, Outgoing Trade Routes, TOURISM, Diplo Victory, BALANCE: Favor, LIFETIME: Favor, CO2 Per Turn
67, CIVILIZATION_INDONESIA, 22, 15, 0, 5, 0, 0, 0, 18, 18, 0
67, CIVILIZATION_CARDIFF, 7, 12, 0, 4, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_KANDY, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_LISBON, 10, 12, 0, 3, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_RAPA_NUI, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_MOHENJO_DARO, 9, 12, 0, 6, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_CAGUANA, 9, 12, 0, 3, 3, 0, 0, 0, 0, 0
67, CIVILIZATION_ARMAGH, 9, 12, 1, 4, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_HONG_KONG, 8, 10, 0, 3, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_HATTUSA, 7, 12, 0, 2, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_SINGAPORE, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_BABYLON, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_LA_VENTA, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_VALLETTA, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_JERUSALEM, 10, 12, 1, 4, 3, 0, 0, 0, 0, 0
67, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_MAYA, 31, 11, 4, 6, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_EGYPT, 32, 11, 0, 7, 10, 0, 0, 34, 34, 0
68, CIVILIZATION_MAPUCHE, 37, 11, 2, 11, 4, 0, 0, 24, 52, 0
68, CIVILIZATION_SCOTLAND, 30, 12, 0, 8, 0, 0, 0, 78, 78, 0
68, CIVILIZATION_GRAN_COLOMBIA, 34, 14, 0, 7, 3, 11, 0, 17, 17, 0
68, CIVILIZATION_GREECE, 29, 11, 0, 7, 2, 0, 0, 0, 0, 0
68, CIVILIZATION_AMERICA, 21, 10, 0, 4, 4, 0, 0, 2, 2, 0
68, CIVILIZATION_CANADA, 14, 16, 1, 3, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_KONGO, 29, 11, 2, 11, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_INDONESIA, 22, 15, 0, 5, 0, 0, 0, 19, 19, 0
68, CIVILIZATION_CARDIFF, 7, 12, 0, 4, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_KANDY, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_LISBON, 10, 12, 0, 3, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_RAPA_NUI, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_MOHENJO_DARO, 9, 12, 0, 6, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_CAGUANA, 9, 12, 0, 3, 3, 0, 0, 0, 0, 0
68, CIVILIZATION_ARMAGH, 9, 12, 1, 4, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_HONG_KONG, 8, 11, 0, 3, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_HATTUSA, 7, 12, 0, 2, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_SINGAPORE, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_BABYLON, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_LA_VENTA, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_VALLETTA, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_JERUSALEM, 10, 12, 1, 4, 3, 0, 0, 0, 0, 0
68, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_MAYA, 31, 11, 4, 6, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_EGYPT, 32, 11, 0, 7, 10, 0, 0, 37, 37, 0
69, CIVILIZATION_MAPUCHE, 37, 11, 2, 11, 4, 0, 0, 26, 54, 0
69, CIVILIZATION_SCOTLAND, 31, 12, 0, 8, 0, 0, 0, 80, 80, 0
69, CIVILIZATION_GRAN_COLOMBIA, 34, 14, 0, 7, 3, 11, 0, 18, 18, 0
69, CIVILIZATION_GREECE, 29, 11, 0, 7, 2, 0, 0, 0, 0, 0
69, CIVILIZATION_AMERICA, 21, 10, 0, 4, 4, 0, 0, 3, 3, 0
69, CIVILIZATION_CANADA, 14, 16, 1, 3, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_KONGO, 29, 11, 2, 10, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_INDONESIA, 22, 15, 0, 5, 0, 0, 0, 20, 20, 0
69, CIVILIZATION_CARDIFF, 7, 12, 0, 4, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_KANDY, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_LISBON, 10, 12, 0, 3, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_RAPA_NUI, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_MOHENJO_DARO, 9, 12, 0, 6, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_CAGUANA, 9, 12, 0, 3, 3, 0, 0, 0, 0, 0
69, CIVILIZATION_ARMAGH, 9, 12, 1, 4, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_HONG_KONG, 8, 11, 0, 3, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_HATTUSA, 7, 12, 0, 2, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_SINGAPORE, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_BABYLON, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_LA_VENTA, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_VALLETTA, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_JERUSALEM, 10, 12, 1, 4, 3, 0, 0, 0, 0, 0
69, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_MAYA, 32, 11, 4, 6, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_EGYPT, 32, 11, 0, 7, 10, 0, 0, 40, 40, 0
70, CIVILIZATION_MAPUCHE, 38, 11, 2, 11, 4, 0, 0, 28, 56, 0
70, CIVILIZATION_SCOTLAND, 32, 12, 0, 8, 0, 0, 0, 82, 82, 0
70, CIVILIZATION_GRAN_COLOMBIA, 34, 14, 0, 7, 3, 11, 0, 19, 19, 0
70, CIVILIZATION_GREECE, 29, 11, 0, 7, 2, 0, 0, 0, 0, 0
70, CIVILIZATION_AMERICA, 21, 10, 0, 4, 4, 0, 0, 4, 4, 0
70, CIVILIZATION_CANADA, 21, 16, 1, 3, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_KONGO, 29, 11, 2, 10, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_INDONESIA, 22, 15, 0, 5, 0, 0, 0, 21, 21, 0
70, CIVILIZATION_CARDIFF, 7, 12, 0, 4, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_KANDY, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_LISBON, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_RAPA_NUI, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_MOHENJO_DARO, 9, 12, 0, 6, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_CAGUANA, 9, 12, 0, 3, 3, 0, 0, 0, 0, 0
70, CIVILIZATION_ARMAGH, 9, 12, 1, 4, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_HONG_KONG, 8, 11, 0, 4, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_HATTUSA, 7, 12, 0, 2, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_SINGAPORE, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_BABYLON, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_LA_VENTA, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_VALLETTA, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_JERUSALEM, 10, 12, 1, 4, 3, 0, 0, 0, 0, 0
70, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_MAYA, 32, 11, 4, 6, 0, 0, 0, 0, 0, 0
70, CIVILIZATION_EGYPT, 32, 11, 0, 7, 10, 0, 0, 43, 43, 0
71, CIVILIZATION_MAPUCHE, 38, 11, 2, 12, 4, 0, 0, 30, 58, 0
71, CIVILIZATION_SCOTLAND, 32, 12, 0, 8, 0, 0, 0, 84, 84, 0
71, CIVILIZATION_GRAN_COLOMBIA, 34, 14, 0, 7, 3, 11, 0, 20, 20, 0
71, CIVILIZATION_GREECE, 29, 11, 0, 7, 2, 0, 0, 0, 0, 0
71, CIVILIZATION_AMERICA, 29, 10, 0, 5, 4, 0, 0, 5, 5, 0
71, CIVILIZATION_CANADA, 21, 16, 1, 3, 2, 0, 0, 0, 0, 0
71, CIVILIZATION_KONGO, 29, 11, 2, 11, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_INDONESIA, 23, 15, 0, 5, 0, 0, 0, 22, 22, 0
71, CIVILIZATION_CARDIFF, 7, 12, 0, 4, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_KANDY, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_LISBON, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_RAPA_NUI, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_MOHENJO_DARO, 9, 12, 0, 6, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_CAGUANA, 9, 12, 0, 3, 3, 0, 0, 0, 0, 0
71, CIVILIZATION_ARMAGH, 9, 12, 1, 4, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_HONG_KONG, 8, 11, 0, 4, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_HATTUSA, 7, 12, 0, 2, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_SINGAPORE, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_BABYLON, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_LA_VENTA, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_VALLETTA, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_JERUSALEM, 10, 12, 1, 4, 3, 0, 0, 0, 0, 0
71, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_MAYA, 33, 11, 4, 6, 0, 0, 0, 0, 0, 0
71, CIVILIZATION_EGYPT, 32, 11, 0, 7, 10, 0, 0, 46, 46, 0
72, CIVILIZATION_MAPUCHE, 38, 11, 2, 12, 4, 0, 0, 32, 60, 0
72, CIVILIZATION_SCOTLAND, 32, 12, 0, 8, 0, 0, 0, 86, 86, 0
72, CIVILIZATION_GRAN_COLOMBIA, 34, 14, 0, 7, 3, 11, 0, 21, 21, 0
72, CIVILIZATION_GREECE, 29, 11, 0, 7, 6, 0, 0, 0, 0, 0
72, CIVILIZATION_AMERICA, 29, 10, 0, 6, 4, 0, 0, 6, 6, 0
72, CIVILIZATION_CANADA, 21, 16, 1, 4, 2, 0, 0, 0, 0, 0
72, CIVILIZATION_KONGO, 29, 11, 2, 11, 3, 0, 0, 0, 0, 0
72, CIVILIZATION_INDONESIA, 23, 15, 0, 5, 0, 0, 0, 23, 23, 0
72, CIVILIZATION_CARDIFF, 7, 12, 0, 4, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_KANDY, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_LISBON, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_RAPA_NUI, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_MOHENJO_DARO, 9, 12, 0, 6, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_CAGUANA, 9, 12, 0, 3, 3, 0, 0, 0, 0, 0
72, CIVILIZATION_ARMAGH, 9, 12, 1, 4, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_HONG_KONG, 8, 11, 0, 4, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_HATTUSA, 7, 12, 0, 2, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_SINGAPORE, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_BABYLON, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_LA_VENTA, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_VALLETTA, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_JERUSALEM, 10, 12, 1, 4, 3, 0, 0, 0, 0, 0
72, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_MAYA, 33, 11, 6, 7, 0, 0, 0, 0, 0, 0
72, CIVILIZATION_EGYPT, 33, 13, 0, 7, 10, 0, 0, 49, 49, 0
73, CIVILIZATION_MAPUCHE, 38, 11, 2, 11, 4, 0, 0, 34, 62, 0
73, CIVILIZATION_SCOTLAND, 33, 12, 0, 8, 0, 0, 0, 88, 88, 0
73, CIVILIZATION_GRAN_COLOMBIA, 34, 14, 0, 7, 3, 11, 0, 22, 22, 0
73, CIVILIZATION_GREECE, 29, 11, 0, 7, 6, 0, 0, 0, 0, 0
73, CIVILIZATION_AMERICA, 30, 10, 0, 6, 4, 0, 0, 7, 7, 0
73, CIVILIZATION_CANADA, 21, 16, 1, 4, 2, 0, 0, 0, 0, 0
73, CIVILIZATION_KONGO, 36, 11, 2, 11, 3, 0, 0, 0, 0, 0
73, CIVILIZATION_INDONESIA, 23, 15, 0, 5, 0, 0, 0, 24, 24, 0
73, CIVILIZATION_CARDIFF, 7, 12, 0, 4, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_KANDY, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_LISBON, 10, 12, 0, 4, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_RAPA_NUI, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_MOHENJO_DARO, 9, 12, 0, 7, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_CAGUANA, 9, 12, 0, 3, 3, 0, 0, 0, 0, 0
73, CIVILIZATION_ARMAGH, 9, 12, 1, 4, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_HONG_KONG, 8, 11, 0, 4, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_HATTUSA, 7, 12, 0, 2, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_SINGAPORE, 9, 12, 0, 4, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_BABYLON, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_LA_VENTA, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_VALLETTA, 7, 11, 0, 4, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_PRESLAV, 7, 12, 0, 3, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_JERUSALEM, 10, 12, 1, 4, 3, 0, 0, 0, 0, 0
73, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_MAYA, 33, 11, 6, 7, 0, 0, 0, 0, 0, 0
73, CIVILIZATION_EGYPT, 34, 13, 0, 7, 10, 0, 0, 52, 52, 0
