Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food
63, CIVILIZATION_EGYPT, 2, 8, 6, 5, 6, 0, 0, 0, 23, 2, 190, 110, 8, 9, 7, 5, 17, 21
64, CIVILIZATION_MAPUCHE, 4, 13, 8, 6, 5, 0, 0, 0, 36, 8, 268, 194, 12, 11, 9, 8, 33, 43
64, CIVILIZATION_SCOTLAND, 3, 7, 7, 6, 4, 0, 0, 0, 30, 4, 134, 18, 7, 8, 14, 2, 22, 22
64, CIVILIZATION_GRAN_COLOMBIA, 3, 9, 5, 5, 7, 0, 0, 0, 32, 4, 336, 68, 7, 7, 23, 2, 26, 26
64, CIVILIZATION_GREECE, 3, 7, 6, 5, 6, 0, 0, 0, 29, 5, 214, 28, 7, 7, 8, 1, 29, 21
64, CIVILIZATION_AMERICA, 2, 5, 5, 4, 3, 0, 0, 0, 21, 5, 83, 85, 4, 3, 14, 1, 19, 16
64, CIVILIZATION_CANADA, 1, 4, 6, 5, 2, 0, 0, 2, 14, 5, 161, 226, 4, 4, 12, 14, 13, 12
64, CIVILIZATION_KONGO, 3, 12, 8, 5, 4, 0, 0, 0, 28, 6, 96, 11, 12, 4, 7, 1, 27, 36
64, CIVILIZATION_INDONESIA, 2, 7, 5, 5, 4, 0, 0, 6, 22, 2, 140, 45, 6, 6, 12, 9, 11, 22
64, CIVILIZATION_CARDIFF, 1, 6, 6, 6, 6, 0, 0, 0, 7, 2, 129, 0, 4, 4, 4, 0, 5, 15
64, CIVILIZATION_KANDY, 1, 5, 4, 6, 0, 0, 0, 1, 10, 1, 196, 0, 4, 4, 5, 0, 3, 14
64, CIVILIZATION_LISBON, 1, 4, 4, 6, 6, 0, 0, 0, 8, 0, 206, 0, 4, 2, 6, 0, 3, 11
64, CIVILIZATION_RAPA_NUI, 1, 5, 6, 6, 5, 0, 0, 0, 9, 2, 165, 0, 4, 2, 8, 0, 2, 12
64, CIVILIZATION_MOHENJO_DARO, 1, 7, 7, 6, 6, 0, 0, 0, 9, 4, 381, 0, 4, 4, 6, 0, 4, 19
64, CIVILIZATION_CAGUANA, 1, 4, 7, 7, 5, 0, 0, 0, 9, 5, 193, 0, 4, 6, 8, 0, 3, 10
64, CIVILIZATION_ARMAGH, 1, 5, 7, 6, 5, 0, 0, 0, 9, 1, 324, 118, 4, 4, 4, 4, 3, 13
64, CIVILIZATION_HONG_KONG, 1, 4, 6, 4, 6, 0, 0, 0, 8, 0, 165, 0, 4, 3, 5, 0, 3, 12
64, CIVILIZATION_HATTUSA, 1, 3, 6, 6, 6, 0, 0, 0, 7, 5, 393, 0, 4, 3, 5, 0, 5, 7
64, CIVILIZATION_SINGAPORE, 1, 5, 6, 6, 6, 0, 0, 0, 9, 2, 157, 61, 4, 4, 4, 0, 4, 13
64, CIVILIZATION_BABYLON, 1, 6, 7, 6, 2, 0, 0, 0, 7, 0, 306, 0, 4, 2, 4, 0, 1, 16
64, CIVILIZATION_LA_VENTA, 1, 4, 7, 6, 5, 0, 0, 0, 7, 4, 145, 161, 5, 4, 5, 8, 2, 10
64, CIVILIZATION_VALLETTA, 1, 6, 6, 6, 2, 0, 0, 0, 7, 3, 202, 0, 4, 2, 5, 0, 2, 23
64, CIVILIZATION_PRESLAV, 1, 4, 6, 6, 6, 0, 0, 0, 7, 3, 226, 0, 4, 4, 5, 0, 4, 9
64, CIVILIZATION_JERUSALEM, 1, 5, 5, 6, 4, 0, 0, 0, 10, 3, 277, 63, 4, 4, 10, 3, 6, 15
64, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
64, CIVILIZATION_MAYA, 3, 6, 6, 4, 5, 0, 0, 0, 30, 7, 73, 12, 7, 5, 11, 0, 19, 25
64, CIVILIZATION_EGYPT, 2, 8, 6, 6, 6, 0, 0, 0, 24, 2, 22, 116, 8, 10, 15, 6, 18, 21
65, CIVILIZATION_MAPUCHE, 4, 14, 9, 6, 5, 0, 0, 0, 36, 8, 270, 202, 14, 11, 8, 7, 33, 46
65, CIVILIZATION_SCOTLAND, 3, 8, 8, 6, 4, 0, 0, 0, 30, 4, 147, 20, 7, 11, 14, 2, 25, 23
65, CIVILIZATION_GRAN_COLOMBIA, 3, 9, 5, 5, 7, 0, 0, 0, 33, 4, 264, 71, 7, 7, 23, 2, 26, 26
65, CIVILIZATION_GREECE, 3, 7, 6, 5, 7, 0, 0, 0, 29, 5, 221, 29, 7, 7, 8, 1, 29, 21
65, CIVILIZATION_AMERICA, 2, 5, 5, 4, 3, 0, 0, 0, 21, 5, 97, 86, 4, 3, 14, 1, 19, 16
65, CIVILIZATION_CANADA, 1, 4, 6, 5, 2, 0, 0, 2, 14, 6, 171, 240, 4, 4, 10, 14, 18, 10
65, CIVILIZATION_KONGO, 3, 12, 9, 5, 4, 0, 0, 0, 28, 6, 94, 13, 12, 4, 7, 1, 27, 36
65, CIVILIZATION_INDONESIA, 2, 7, 6, 5, 4, 0, 0, 6, 22, 2, 153, 54, 6, 6, 12, 9, 11, 22
65, CIVILIZATION_CARDIFF, 1, 6, 7, 6, 6, 0, 0, 0, 7, 2, 134, 0, 4, 4, 4, 0, 5, 15
65, CIVILIZATION_KANDY, 1, 5, 4, 6, 0, 0, 0, 1, 10, 1, 200, 0, 4, 4, 5, 0, 3, 14
65, CIVILIZATION_LISBON, 1, 4, 4, 6, 6, 0, 0, 0, 8, 1, 212, 0, 4, 2, 6, 0, 4, 11
65, CIVILIZATION_RAPA_NUI, 1, 5, 6, 6, 5, 0, 0, 0, 9, 2, 174, 0, 4, 4, 8, 0, 2, 11
65, CIVILIZATION_MOHENJO_DARO, 1, 7, 7, 6, 6, 0, 0, 0, 9, 4, 387, 0, 4, 4, 6, 0, 4, 19
65, CIVILIZATION_CAGUANA, 1, 4, 7, 7, 5, 0, 0, 0, 9, 5, 201, 0, 4, 6, 8, 0, 6, 7
65, CIVILIZATION_ARMAGH, 1, 5, 7, 6, 5, 0, 0, 0, 9, 1, 327, 123, 4, 4, 4, 4, 3, 13
65, CIVILIZATION_HONG_KONG, 1, 4, 6, 4, 6, 0, 0, 0, 8, 0, 170, 0, 4, 3, 5, 0, 3, 12
65, CIVILIZATION_HATTUSA, 1, 3, 6, 6, 6, 0, 0, 0, 7, 5, 398, 0, 4, 3, 5, 0, 5, 7
65, CIVILIZATION_SINGAPORE, 1, 5, 6, 6, 6, 0, 0, 0, 9, 3, 162, 62, 4, 4, 4, 0, 4, 13
65, CIVILIZATION_BABYLON, 1, 6, 7, 6, 2, 0, 0, 0, 7, 0, 310, 0, 4, 2, 4, 0, 1, 17
65, CIVILIZATION_LA_VENTA, 1, 4, 7, 6, 5, 0, 0, 0, 7, 4, 150, 169, 5, 4, 5, 8, 2, 10
65, CIVILIZATION_VALLETTA, 1, 6, 6, 6, 2, 0, 0, 0, 7, 3, 208, 0, 4, 2, 5, 0, 2, 23
65, CIVILIZATION_PRESLAV, 1, 4, 6, 6, 6, 0, 0, 0, 7, 3, 231, 0, 4, 4, 5, 0, 4, 9
65, CIVILIZATION_JERUSALEM, 1, 5, 6, 6, 4, 0, 0, 0, 10, 3, 286, 67, 4, 4, 10, 4, 6, 15
65, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
65, CIVILIZATION_MAYA, 3, 7, 7, 4, 5, 0, 0, 0, 30, 7, 86, 12, 7, 5, 16, 0, 21, 27
65, CIVILIZATION_EGYPT, 2, 8, 7, 6, 6, 0, 0, 0, 24, 2, 40, 123, 9, 11, 18, 7, 19, 22
66, CIVILIZATION_MAPUCHE, 4, 14, 9, 6, 5, 0, 0, 0, 37, 8, 271, 210, 14, 11, 8, 7, 33, 46
66, CIVILIZATION_SCOTLAND, 3, 8, 8, 6, 4, 0, 0, 0, 30, 5, 160, 22, 7, 11, 14, 2, 25, 23
66, CIVILIZATION_GRAN_COLOMBIA, 3, 9, 6, 5, 7, 0, 0, 0, 33, 4, 287, 74, 7, 7, 23, 2, 26, 26
66, CIVILIZATION_GREECE, 3, 7, 6, 5, 7, 0, 0, 0, 29, 5, 227, 31, 7, 7, 8, 1, 29, 21
66, CIVILIZATION_AMERICA, 2, 5, 5, 4, 3, 0, 0, 0, 21, 5, 111, 87, 4, 3, 14, 1, 19, 16
66, CIVILIZATION_CANADA, 1, 4, 6, 5, 2, 0, 0, 3, 14, 6, 181, 254, 4, 4, 10, 14, 18, 10
66, CIVILIZATION_KONGO, 3, 14, 9, 5, 4, 0, 0, 0, 29, 6, 93, 15, 13, 5, 8, 1, 28, 41
66, CIVILIZATION_INDONESIA, 2, 7, 6, 5, 4, 0, 0, 6, 22, 2, 166, 64, 6, 6, 12, 9, 11, 22
66, CIVILIZATION_CARDIFF, 1, 6, 7, 6, 6, 0, 0, 0, 7, 2, 138, 0, 4, 4, 4, 0, 5, 15
66, CIVILIZATION_KANDY, 1, 5, 5, 6, 0, 0, 0, 1, 10, 1, 205, 0, 4, 4, 5, 0, 3, 15
66, CIVILIZATION_LISBON, 1, 4, 4, 6, 6, 0, 0, 0, 10, 1, 218, 0, 5, 2, 6, 0, 4, 12
66, CIVILIZATION_RAPA_NUI, 1, 5, 6, 6, 5, 0, 0, 0, 9, 3, 182, 0, 4, 4, 8, 0, 2, 12
66, CIVILIZATION_MOHENJO_DARO, 1, 7, 7, 6, 6, 0, 0, 0, 9, 4, 378, 0, 4, 4, 6, 0, 4, 19
66, CIVILIZATION_CAGUANA, 1, 4, 7, 7, 5, 0, 0, 0, 9, 5, 209, 0, 4, 6, 8, 0, 3, 10
66, CIVILIZATION_ARMAGH, 1, 5, 7, 6, 5, 0, 0, 0, 9, 1, 331, 128, 4, 4, 4, 4, 3, 13
66, CIVILIZATION_HONG_KONG, 1, 4, 6, 4, 6, 0, 0, 0, 8, 0, 175, 0, 4, 3, 5, 0, 3, 12
66, CIVILIZATION_HATTUSA, 1, 3, 6, 6, 6, 0, 0, 0, 7, 5, 403, 0, 4, 3, 5, 0, 5, 7
66, CIVILIZATION_SINGAPORE, 1, 5, 6, 6, 6, 0, 0, 0, 9, 3, 166, 63, 4, 4, 4, 0, 4, 13
66, CIVILIZATION_BABYLON, 1, 6, 7, 6, 3, 0, 0, 0, 7, 0, 74, 0, 4, 2, 4, 0, 1, 17
66, CIVILIZATION_LA_VENTA, 1, 4, 7, 6, 5, 0, 0, 0, 7, 4, 155, 177, 5, 4, 5, 8, 2, 10
66, CIVILIZATION_VALLETTA, 1, 6, 6, 6, 2, 0, 0, 0, 7, 3, 213, 0, 4, 2, 5, 0, 2, 23
66, CIVILIZATION_PRESLAV, 1, 4, 6, 6, 6, 0, 0, 0, 7, 3, 237, 0, 4, 4, 5, 0, 4, 9
66, CIVILIZATION_JERUSALEM, 1, 5, 7, 6, 4, 0, 0, 0, 10, 3, 295, 71, 4, 4, 10, 3, 6, 15
66, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
66, CIVILIZATION_MAYA, 3, 8, 7, 4, 6, 0, 0, 0, 31, 7, 46, 12, 8, 5, 16, 0, 23, 30
66, CIVILIZATION_EGYPT, 2, 8, 7, 6, 6, 0, 0, 0, 24, 2, 58, 130, 9, 11, 18, 7, 19, 22
67, CIVILIZATION_MAPUCHE, 4, 15, 9, 6, 5, 0, 0, 0, 37, 9, 273, 218, 14, 11, 8, 7, 34, 48
67, CIVILIZATION_SCOTLAND, 3, 8, 8, 6, 4, 0, 0, 0, 30, 5, 173, 24, 7, 11, 14, 2, 25, 23
67, CIVILIZATION_GRAN_COLOMBIA, 3, 9, 6, 5, 7, 0, 0, 0, 34, 5, 310, 77, 7, 7, 23, 2, 26, 26
67, CIVILIZATION_GREECE, 3, 8, 7, 5, 8, 0, 0, 0, 29, 6, 233, 32, 7, 7, 8, 1, 31, 22
67, CIVILIZATION_AMERICA, 2, 6, 5, 4, 3, 0, 0, 0, 21, 5, 126, 88, 5, 3, 14, 1, 19, 18
67, CIVILIZATION_CANADA, 1, 4, 6, 5, 2, 0, 0, 3, 14, 6, 191, 268, 4, 4, 10, 14, 18, 10
67, CIVILIZATION_KONGO, 3, 14, 9, 5, 4, 0, 0, 0, 29, 6, 108, 17, 13, 5, 8, 1, 28, 41
67, CIVILIZATION_INDONESIA, 2, 7, 6, 5, 4, 0, 0, 6, 22, 2, 179, 73, 6, 6, 12, 9, 11, 22
67, CIVILIZATION_CARDIFF, 1, 6, 7, 7, 6, 0, 0, 0, 7, 2, 143, 0, 4, 4, 4, 0, 5, 15
67, CIVILIZATION_KANDY, 1, 5, 6, 6, 0, 0, 0, 1, 10, 1, 209, 0, 4, 4, 5, 0, 3, 15
67, CIVILIZATION_LISBON, 1, 4, 4, 6, 6, 0, 0, 0, 10, 1, 224, 0, 5, 4, 6, 0, 4, 12
67, CIVILIZATION_RAPA_NUI, 1, 5, 6, 6, 5, 0, 0, 0, 9, 3, 190, 0, 4, 4, 8, 0, 2, 12
67, CIVILIZATION_MOHENJO_DARO, 1, 7, 7, 7, 6, 0, 0, 0, 9, 4, 384, 0, 4, 4, 6, 0, 4, 19
67, CIVILIZATION_CAGUANA, 1, 4, 7, 7, 5, 0, 0, 0, 9, 5, 217, 0, 4, 6, 8, 0, 6, 7
67, CIVILIZATION_ARMAGH, 1, 5, 7, 6, 4, 0, 0, 0, 9, 1, 334, 133, 4, 4, 4, 4, 3, 13
67, CIVILIZATION_HONG_KONG, 1, 4, 6, 4, 6, 0, 0, 0, 8, 0, 180, 0, 4, 3, 5, 0, 3, 12
67, CIVILIZATION_HATTUSA, 1, 3, 6, 6, 6, 0, 0, 0, 7, 5, 408, 0, 4, 3, 5, 0, 5, 7
67, CIVILIZATION_SINGAPORE, 1, 5, 6, 6, 6, 0, 0, 0, 9, 4, 171, 64, 4, 4, 4, 0, 5, 11
67, CIVILIZATION_BABYLON, 1, 6, 7, 6, 3, 0, 0, 0, 7, 0, 77, 0, 4, 2, 4, 0, 1, 17
67, CIVILIZATION_LA_VENTA, 1, 4, 7, 6, 5, 0, 0, 0, 7, 4, 160, 185, 5, 4, 5, 8, 2, 10
67, CIVILIZATION_VALLETTA, 1, 6, 6, 6, 2, 0, 0, 0, 7, 3, 219, 0, 4, 2, 5, 0, 2, 23
67, CIVILIZATION_PRESLAV, 1, 4, 6, 6, 6, 0, 0, 0, 7, 3, 242, 0, 4, 4, 5, 0, 4, 9
67, CIVILIZATION_JERUSALEM, 1, 5, 7, 6, 4, 0, 0, 0, 10, 3, 304, 75, 4, 4, 10, 3, 6, 15
67, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
67, CIVILIZATION_MAYA, 3, 8, 7, 4, 6, 0, 0, 0, 31, 7, 58, 12, 8, 5, 16, 0, 23, 30
67, CIVILIZATION_EGYPT, 3, 9, 8, 7, 6, 0, 0, 0, 32, 2, 61, 135, 10, 11, 18, 5, 26, 25
68, CIVILIZATION_MAPUCHE, 4, 15, 10, 6, 5, 0, 0, 0, 37, 9, 275, 225, 14, 11, 8, 6, 34, 48
68, CIVILIZATION_SCOTLAND, 3, 8, 8, 6, 4, 0, 0, 0, 30, 5, 186, 26, 7, 11, 14, 2, 25, 23
68, CIVILIZATION_GRAN_COLOMBIA, 3, 9, 6, 5, 7, 0, 0, 0, 34, 5, 333, 80, 7, 7, 23, 2, 26, 26
68, CIVILIZATION_GREECE, 3, 9, 7, 5, 9, 0, 0, 0, 29, 7, 237, 33, 8, 7, 8, 1, 31, 27
68, CIVILIZATION_AMERICA, 2, 6, 5, 4, 3, 0, 0, 0, 21, 5, 140, 89, 5, 3, 14, 1, 19, 18
68, CIVILIZATION_CANADA, 1, 4, 7, 5, 2, 0, 0, 3, 14, 6, 200, 282, 4, 4, 10, 14, 18, 10
68, CIVILIZATION_KONGO, 3, 14, 9, 5, 4, 0, 0, 0, 29, 6, 107, 19, 13, 5, 8, 1, 28, 41
68, CIVILIZATION_INDONESIA, 2, 7, 6, 5, 4, 0, 0, 6, 22, 2, 191, 83, 6, 6, 12, 9, 11, 22
68, CIVILIZATION_CARDIFF, 1, 6, 7, 7, 6, 0, 0, 0, 7, 2, 147, 0, 4, 4, 4, 0, 5, 15
68, CIVILIZATION_KANDY, 1, 5, 7, 7, 0, 0, 0, 1, 10, 1, 213, 0, 4, 4, 5, 0, 3, 15
68, CIVILIZATION_LISBON, 1, 4, 4, 6, 6, 0, 0, 0, 10, 1, 230, 0, 5, 4, 6, 0, 4, 12
68, CIVILIZATION_RAPA_NUI, 1, 5, 6, 6, 5, 0, 0, 0, 9, 3, 198, 0, 4, 4, 8, 0, 2, 12
68, CIVILIZATION_MOHENJO_DARO, 1, 7, 7, 7, 6, 0, 0, 0, 9, 4, 390, 0, 4, 4, 6, 0, 4, 19
68, CIVILIZATION_CAGUANA, 1, 4, 7, 7, 5, 0, 0, 0, 9, 5, 225, 0, 4, 6, 8, 0, 3, 10
68, CIVILIZATION_ARMAGH, 1, 5, 7, 6, 3, 0, 0, 0, 9, 1, 338, 137, 4, 4, 4, 4, 3, 13
68, CIVILIZATION_HONG_KONG, 1, 4, 6, 4, 6, 0, 0, 0, 8, 0, 185, 0, 4, 3, 5, 0, 3, 13
68, CIVILIZATION_HATTUSA, 1, 3, 6, 6, 6, 0, 0, 0, 7, 5, 413, 0, 4, 3, 5, 0, 5, 7
68, CIVILIZATION_SINGAPORE, 1, 5, 6, 7, 6, 0, 0, 0, 9, 4, 175, 65, 4, 4, 4, 0, 5, 11
68, CIVILIZATION_BABYLON, 1, 6, 7, 6, 3, 0, 0, 0, 7, 0, 81, 0, 4, 2, 4, 0, 1, 17
68, CIVILIZATION_LA_VENTA, 1, 4, 7, 7, 5, 0, 0, 0, 7, 4, 215, 193, 5, 4, 5, 8, 2, 10
68, CIVILIZATION_VALLETTA, 1, 6, 6, 6, 2, 0, 0, 0, 7, 3, 224, 0, 4, 2, 5, 0, 2, 23
68, CIVILIZATION_PRESLAV, 1, 4, 6, 7, 6, 0, 0, 0, 7, 3, 248, 0, 4, 4, 5, 0, 4, 9
68, CIVILIZATION_JERUSALEM, 1, 5, 7, 6, 4, 0, 0, 0, 10, 3, 313, 79, 4, 4, 10, 3, 6, 15
68, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
68, CIVILIZATION_MAYA, 3, 8, 7, 5, 6, 0, 0, 0, 31, 7, 70, 12, 8, 5, 16, 0, 23, 30
68, CIVILIZATION_EGYPT, 3, 9, 8, 7, 6, 0, 0, 0, 32, 2, 79, 140, 10, 10, 18, 5, 24, 24
69, CIVILIZATION_MAPUCHE, 4, 15, 10, 6, 5, 0, 0, 0, 37, 9, 277, 231, 14, 11, 8, 6, 34, 48
69, CIVILIZATION_SCOTLAND, 3, 8, 8, 6, 4, 0, 0, 0, 31, 5, 200, 28, 7, 11, 14, 2, 25, 23
69, CIVILIZATION_GRAN_COLOMBIA, 3, 10, 7, 5, 7, 0, 0, 0, 34, 5, 357, 83, 7, 7, 23, 2, 28, 27
69, CIVILIZATION_GREECE, 3, 9, 7, 5, 9, 0, 0, 0, 29, 7, 241, 34, 8, 7, 8, 1, 31, 27
69, CIVILIZATION_AMERICA, 2, 6, 5, 4, 3, 0, 0, 0, 21, 5, 180, 90, 5, 3, 14, 1, 19, 18
69, CIVILIZATION_CANADA, 1, 4, 7, 5, 2, 0, 0, 3, 14, 6, 210, 296, 4, 4, 10, 14, 18, 10
69, CIVILIZATION_KONGO, 3, 13, 9, 5, 4, 0, 0, 0, 29, 6, 105, 21, 11, 5, 7, 1, 27, 38
69, CIVILIZATION_INDONESIA, 2, 7, 7, 5, 4, 0, 0, 6, 22, 2, 204, 93, 6, 6, 12, 9, 11, 22
69, CIVILIZATION_CARDIFF, 1, 6, 7, 7, 6, 0, 0, 0, 7, 2, 152, 0, 4, 4, 4, 0, 5, 15
69, CIVILIZATION_KANDY, 1, 5, 7, 7, 0, 0, 0, 1, 10, 1, 218, 0, 4, 4, 5, 0, 3, 15
69, CIVILIZATION_LISBON, 1, 4, 4, 6, 6, 0, 0, 0, 10, 1, 236, 0, 5, 4, 6, 0, 4, 12
69, CIVILIZATION_RAPA_NUI, 1, 5, 6, 7, 5, 0, 0, 0, 9, 3, 206, 0, 4, 4, 8, 0, 2, 12
69, CIVILIZATION_MOHENJO_DARO, 1, 7, 7, 7, 6, 0, 0, 0, 9, 4, 395, 0, 4, 4, 6, 0, 4, 19
69, CIVILIZATION_CAGUANA, 1, 4, 7, 7, 5, 0, 0, 0, 9, 5, 233, 0, 4, 6, 8, 0, 6, 7
69, CIVILIZATION_ARMAGH, 1, 5, 7, 6, 2, 0, 0, 0, 9, 1, 341, 142, 4, 4, 4, 4, 3, 13
69, CIVILIZATION_HONG_KONG, 1, 4, 6, 4, 6, 0, 0, 0, 8, 0, 190, 0, 4, 3, 5, 0, 3, 13
69, CIVILIZATION_HATTUSA, 1, 3, 6, 7, 6, 0, 0, 0, 7, 5, 418, 0, 4, 3, 5, 0, 5, 7
69, CIVILIZATION_SINGAPORE, 1, 5, 6, 7, 6, 0, 0, 0, 9, 5, 180, 66, 4, 4, 4, 0, 5, 12
69, CIVILIZATION_BABYLON, 1, 6, 7, 6, 3, 0, 0, 0, 7, 0, 84, 0, 4, 2, 4, 0, 1, 17
69, CIVILIZATION_LA_VENTA, 1, 4, 7, 7, 5, 0, 0, 0, 7, 4, 220, 201, 5, 4, 5, 8, 2, 10
69, CIVILIZATION_VALLETTA, 1, 6, 6, 6, 1, 0, 0, 0, 7, 3, 229, 0, 4, 2, 5, 0, 2, 23
69, CIVILIZATION_PRESLAV, 1, 4, 6, 7, 6, 0, 0, 0, 7, 3, 253, 0, 4, 4, 5, 0, 4, 9
69, CIVILIZATION_JERUSALEM, 1, 5, 7, 6, 4, 0, 0, 0, 10, 3, 322, 82, 4, 4, 10, 3, 6, 15
69, CIVILIZATION_FREE_CITIES, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
69, CIVILIZATION_MAYA, 3, 8, 8, 5, 7, 0, 0, 0, 32, 7, 84, 12, 8, 5, 16, 0, 23, 30
69, CIVILIZATION_EGYPT, 3, 9, 8, 8, 6, 0, 0, 0, 32, 2, 72, 145, 10, 10, 18, 5, 24, 24
70, CIVILIZATION_MAPUCHE, 4, 15, 10, 7, 5, 0, 0, 0, 38, 9, 279, 239, 14, 10, 9, 7, 36, 46
70, CIVILIZATION_SCOTLAND, 3, 8, 8, 6, 4, 0, 0, 0, 32, 6, 143, 31, 7, 11, 14, 2, 25, 23
70, CIVILIZATION_GRAN_COLOMBIA, 3, 10, 7, 5, 7, 0, 0, 0, 34, 6, 380, 86, 7, 7, 23, 2, 28, 27
70, CIVILIZATION_GREECE, 3, 9, 8, 5, 9, 0, 0, 0, 29, 7, 246, 35, 8, 7, 8, 1, 31, 27
70, CIVILIZATION_AMERICA, 2, 6, 5, 4, 3, 0, 0, 0, 21, 5, 194, 92, 5, 3, 14, 1, 19, 18
70, CIVILIZATION_CANADA, 2, 5, 7, 5, 2, 0, 0, 4, 21, 6, 221, 310, 4, 4, 11, 14, 21, 14
70, CIVILIZATION_KONGO, 3, 13, 10, 5, 4, 0, 0, 0, 29, 6, 104, 23, 11, 5, 8, 1, 26, 39
70, CIVILIZATION_INDONESIA, 2, 7, 7, 5, 4, 0, 0, 7, 22, 2, 217, 102, 6, 6, 12, 9, 11, 22
70, CIVILIZATION_CARDIFF, 1, 6, 7, 7, 6, 0, 0, 0, 7, 2, 156, 0, 4, 4, 4, 0, 5, 15
